고객ID,요금제,누적결제금액,최근주문경과일,만족도점수,이탈여부,이탈확률,위험등급
C100516,Premium,3506600,0,3.6,0,0.069,낮음
C100517,Standard,76800,2,3.2,0,0.332,중간
C100518,Premium,4549600,3,4.5,0,0.042,낮음
C100519,Basic,3452200,24,4.3,0,0.212,낮음
C100520,Basic,2712300,4,4.8,0,0.147,낮음
C100521,Premium,128900,35,4.0,0,0.373,중간
C100522,Premium,469200,30,5.0,0,0.216,낮음
C100523,Basic,292100,4,1.8,0,0.385,중간
C100524,Standard,681600,7,4.8,0,0.106,낮음
C100525,Basic,1271700,1,2.1,1,0.395,중간
C100526,Basic,1432200,40,4.6,0,0.486,중간
C100527,Standard,192500,8,3.9,0,0.204,낮음
C100528,Standard,820400,3,3.2,0,0.199,낮음
C100529,Basic,1011000,27,5.0,0,0.496,중간
C100530,Premium,6508400,10,3.2,0,0.22,낮음
C100531,Standard,3928300,33,3.7,0,0.262,낮음
C100532,Premium,2000300,0,5.0,0,0.038,낮음
C100533,Standard,286400,40,2.6,0,0.722,높음
C100534,Basic,262600,38,3.5,0,0.649,높음
C100535,Standard,331300,68,2.6,1,0.906,높음
C100536,Basic,133300,4,2.5,0,0.506,중간
C100537,Standard,211600,1,3.3,0,0.267,낮음
C100538,Standard,1858900,0,2.9,0,0.192,낮음
C100539,Basic,1716500,12,3.8,0,0.477,중간
C100540,Standard,2650300,5,3.5,0,0.233,낮음
C100541,Premium,1615700,25,2.9,1,0.46,중간
C100542,Standard,416100,35,3.7,0,0.771,높음
C100543,Basic,335200,0,3.4,0,0.263,낮음
C100544,Basic,554400,64,2.4,0,0.879,높음
C100545,Basic,1690900,35,5.0,0,0.521,중간
C100546,Standard,1643000,3,4.5,0,0.195,낮음
C100547,Standard,902400,17,3.8,0,0.324,중간
C100548,Standard,697400,17,3.0,0,0.632,높음
C100549,Premium,157000,11,2.5,0,0.534,중간
C100550,Basic,1444800,0,2.9,0,0.263,낮음
C100551,Basic,1733600,0,3.6,0,0.227,낮음
C100552,Basic,328400,41,3.0,1,0.725,높음
C100553,Standard,442300,1,2.8,0,0.206,낮음
C100554,Basic,736200,20,3.9,1,0.613,높음
C100555,Basic,580900,1,3.7,0,0.262,낮음
C100556,Basic,837200,28,3.2,0,0.694,높음
C100557,Basic,628700,32,3.5,1,0.724,높음
C100558,Basic,548700,1,4.9,0,0.125,낮음
C100559,Standard,91000,64,3.6,0,0.707,높음
C100560,Basic,40500,3,3.5,0,0.354,중간
C100561,Basic,826900,14,2.6,0,0.722,높음
C100562,Basic,230500,51,4.1,1,0.54,중간
C100563,Basic,575400,81,3.4,1,0.921,높음
C100564,Basic,851200,29,2.8,0,0.734,높음
C100565,Standard,1036000,22,4.4,0,0.184,낮음
C100566,Basic,1758100,43,5.0,0,0.634,높음
C100567,Standard,1084200,27,4.5,0,0.376,중간
C100568,Basic,2627500,0,2.7,0,0.237,낮음
C100569,Standard,2349900,108,3.8,0,0.853,높음
C100570,Premium,391700,0,3.6,0,0.104,낮음
C100571,Basic,395200,0,3.4,0,0.295,낮음
C100572,Basic,1953600,11,3.0,0,0.382,중간
C100573,Standard,1211800,0,3.6,0,0.137,낮음
C100574,Basic,2802600,0,3.2,0,0.198,낮음
C100575,Basic,363900,13,3.9,0,0.348,중간
C100576,Basic,241600,63,3.8,1,0.906,높음
C100577,Premium,410100,10,3.2,0,0.194,낮음
C100578,Basic,1268500,34,2.3,0,0.675,높음
C100579,Basic,273400,32,2.1,1,0.876,높음
C100580,Basic,537000,40,2.9,1,0.71,높음
C100581,Standard,1921800,58,3.2,0,0.747,높음
C100582,Standard,1763400,0,3.1,0,0.112,낮음
C100583,Basic,1952300,17,2.7,0,0.213,낮음
C100584,Standard,625100,74,3.4,0,0.777,높음
C100585,Basic,3336800,3,3.4,0,0.1,낮음
C100586,Basic,1237700,28,4.4,0,0.339,중간
C100587,Standard,419400,3,4.0,0,0.17,낮음
C100588,Basic,2629200,0,5.0,0,0.084,낮음
C100589,Standard,2410800,0,3.3,0,0.203,낮음
C100590,Basic,5037400,6,3.3,0,0.231,낮음
C100591,Standard,16840900,73,3.2,0,0.347,중간
C100592,Basic,930000,67,3.2,1,0.929,높음
C100593,Standard,421300,9,3.6,0,0.273,낮음
C100594,Basic,1768700,0,3.2,0,0.226,낮음
C100595,Premium,3143500,0,3.2,0,0.082,낮음
C100596,Basic,420100,2,5.0,0,0.169,낮음
C100597,Standard,6846800,54,4.3,1,0.296,낮음
C100598,Standard,2416100,7,2.3,0,0.27,낮음
C100599,Basic,181300,19,2.9,0,0.739,높음
C100600,Basic,958500,5,3.1,1,0.286,낮음
C100601,Premium,1367000,48,2.8,0,0.709,높음
C100602,Premium,3894000,7,3.7,0,0.105,낮음
C100603,Standard,491000,55,4.1,1,0.584,중간
C100604,Basic,427700,21,4.2,0,0.472,중간
C100605,Basic,3965500,0,2.8,0,0.136,낮음
C100606,Standard,366300,35,4.3,0,0.395,중간
C100607,Standard,1106600,0,2.7,0,0.242,낮음
C100608,Basic,1892200,1,4.9,0,0.112,낮음
C100609,Basic,3097400,33,2.8,0,0.608,높음
C100610,Premium,2277700,11,5.0,0,0.056,낮음
C100611,Premium,1819600,26,2.5,0,0.525,중간
C100612,Standard,175100,40,5.0,0,0.383,중간
C100613,Standard,3123100,0,3.0,0,0.151,낮음
C100614,Basic,1497300,24,2.7,0,0.528,중간
C100615,Premium,357200,42,4.4,0,0.612,높음
C100616,Basic,507800,20,2.2,0,0.836,높음
C100617,Premium,1159400,0,3.6,0,0.1,낮음
C100618,Basic,847200,19,3.1,0,0.354,중간
C100619,Standard,2670400,33,3.7,0,0.411,중간
C100620,Basic,149600,57,4.6,0,0.879,높음
C100621,Standard,208500,8,3.9,0,0.328,중간
C100622,Standard,1483000,2,3.3,0,0.145,낮음
C100623,Standard,2221000,0,2.4,0,0.178,낮음
C100624,Standard,142400,26,3.7,0,0.514,중간
C100625,Premium,138100,0,3.4,0,0.134,낮음
C100626,Standard,1754200,14,3.8,0,0.504,중간
C100627,Standard,758900,6,2.9,1,0.275,낮음
C100628,Basic,73600,59,4.0,1,0.895,높음
C100629,Standard,367900,40,5.0,0,0.598,중간
C100630,Basic,4474800,14,4.8,0,0.195,낮음
C100631,Basic,639600,7,1.9,1,0.651,높음
C100632,Basic,432000,18,3.5,0,0.513,중간
C100633,Standard,903900,3,3.6,0,0.194,낮음
C100634,Basic,450700,0,4.8,0,0.174,낮음
C100635,Basic,378100,43,3.5,1,0.835,높음
C100636,Premium,4719700,0,4.6,0,0.051,낮음
C100637,Premium,5418400,9,3.7,0,0.24,낮음
C100638,Basic,771800,113,3.6,1,0.984,높음
C100639,Premium,4035600,40,4.7,0,0.46,중간
C100640,Basic,678700,60,2.2,1,0.933,높음
C100641,Basic,1671000,14,3.5,0,0.512,중간
C100642,Standard,2415700,59,3.5,0,0.721,높음
C100643,Basic,2177300,11,4.4,0,0.372,중간
C100644,Basic,217100,14,3.0,0,0.719,높음
C100645,Standard,1155300,19,3.5,0,0.224,낮음
C100646,Standard,1231200,18,3.9,0,0.34,중간
C100647,Basic,4125400,15,2.4,0,0.487,중간
C100648,Standard,583400,14,3.3,0,0.601,높음
C100649,Standard,1117200,39,4.0,0,0.399,중간
C100650,Premium,958400,29,3.2,0,0.213,낮음
C100651,Premium,3053100,0,4.3,0,0.053,낮음
C100652,Basic,2934800,120,3.3,1,0.984,높음
C100653,Basic,342000,11,2.1,1,0.599,중간
C100654,Standard,561600,5,4.1,0,0.201,낮음
C100655,Premium,4733600,0,4.3,0,0.071,낮음
C100656,Basic,347500,33,4.1,0,0.631,높음
C100657,Standard,1185600,20,4.5,0,0.176,낮음
C100658,Basic,1250200,36,3.8,0,0.712,높음
C100659,Basic,950000,75,3.1,1,0.884,높음
C100660,Basic,3592200,6,3.6,0,0.292,낮음
C100661,Premium,2456800,0,2.7,0,0.138,낮음
C100662,Basic,1900100,63,3.8,0,0.839,높음
C100663,Basic,157300,56,4.5,0,0.788,높음
C100664,Standard,3439200,0,3.9,1,0.12,낮음
C100665,Standard,183000,74,3.2,1,0.929,높음
C100666,Premium,6268100,3,5.0,0,0.034,낮음
C100667,Basic,74500,53,1.9,1,0.915,높음
C100668,Basic,505500,30,4.4,0,0.619,높음
C100669,Premium,4098400,25,3.1,0,0.389,중간
C100670,Basic,234500,12,3.2,0,0.583,중간
C100671,Standard,570600,35,3.4,0,0.556,중간
C100672,Standard,527300,21,2.9,0,0.373,중간
C100673,Basic,2641300,69,2.4,1,0.933,높음
C100674,Basic,467000,70,2.7,0,0.905,높음
C100675,Standard,269300,37,3.0,0,0.562,중간
C100676,Premium,1192300,0,4.5,0,0.055,낮음
C100677,Standard,1069200,20,4.3,0,0.372,중간
C100678,Basic,282000,0,2.8,0,0.451,중간
C100679,Basic,821700,5,3.5,0,0.295,낮음
C100680,Premium,858000,53,3.4,0,0.585,중간
C100681,Basic,471900,7,3.6,0,0.319,중간
C100682,Standard,602000,9,3.9,0,0.345,중간
C100683,Standard,410000,123,2.6,1,0.991,높음
C100684,Basic,1431000,19,2.7,0,0.477,중간
C100685,Standard,357600,13,4.8,0,0.404,중간
C100686,Basic,3811000,90,3.9,1,0.869,높음
C100687,Standard,871200,0,3.4,0,0.284,낮음
C100688,Premium,2780100,15,1.5,1,0.553,중간
C100689,Basic,4851800,11,4.5,0,0.091,낮음
C100690,Standard,260600,19,4.1,0,0.467,중간
C100691,Standard,353800,18,3.6,0,0.402,중간
C100692,Premium,4406300,0,4.2,0,0.068,낮음
C100693,Premium,2023700,0,3.6,0,0.049,낮음
C100694,Basic,3243200,2,3.4,0,0.203,낮음
C100695,Basic,798000,17,3.8,0,0.635,높음
C100696,Basic,176000,8,4.8,0,0.149,낮음
C100697,Basic,226400,16,3.3,0,0.445,중간
C100698,Standard,240500,0,3.7,0,0.291,낮음
C100699,Standard,399600,0,4.0,0,0.234,낮음
C100700,Premium,3301500,2,4.2,0,0.052,낮음
C100701,Standard,2565400,41,3.5,0,0.726,높음
C100702,Standard,315200,88,1.6,1,0.988,높음
C100703,Basic,104000,77,2.0,0,0.967,높음
C100704,Standard,980000,78,5.0,1,0.64,높음
C100705,Premium,7201200,34,4.0,0,0.085,낮음
C100706,Standard,613200,14,3.0,0,0.58,중간
C100707,Basic,2354200,0,3.6,0,0.153,낮음
C100708,Standard,2616500,21,4.2,0,0.416,중간
C100709,Standard,275400,21,4.7,0,0.555,중간
C100710,Premium,1132500,3,4.3,0,0.11,낮음
C100711,Premium,2417400,0,4.3,0,0.03,낮음
C100712,Basic,2445300,0,4.4,0,0.1,낮음
C100713,Premium,2531800,0,5.0,0,0.051,낮음
C100714,Basic,3639500,0,3.6,0,0.153,낮음
C100715,Basic,1869700,0,1.7,0,0.478,중간
C100716,Basic,1538700,0,4.4,0,0.187,낮음
C100717,Basic,2401900,25,3.1,1,0.626,높음
C100718,Basic,2145800,0,5.0,0,0.116,낮음
C100719,Basic,1076400,0,4.4,0,0.128,낮음
C100720,Basic,458200,0,5.0,1,0.209,낮음
C100721,Basic,495000,4,3.9,0,0.234,낮음
C100722,Standard,2170700,36,3.8,0,0.487,중간
C100723,Basic,3794600,19,2.6,1,0.425,중간
C100724,Standard,1116000,36,3.8,0,0.416,중간
C100725,Basic,1237600,26,4.3,1,0.492,중간
C100726,Basic,54200,8,3.6,0,0.488,중간
C100727,Basic,613700,61,2.6,0,0.828,높음
C100728,Standard,1736300,33,4.0,0,0.271,낮음
C100729,Standard,432600,22,2.9,1,0.456,중간
C100730,Standard,513000,40,4.0,0,0.409,중간
C100731,Premium,4946400,14,4.0,1,0.06,낮음
C100732,Premium,960500,0,3.0,0,0.267,낮음
C100733,Basic,1676300,10,3.5,0,0.258,낮음
C100734,Standard,924200,91,1.0,1,0.987,높음
C100735,Basic,400000,16,4.2,0,0.494,중간
C100736,Basic,1413400,36,3.8,0,0.524,중간
C100737,Basic,2075200,8,2.2,0,0.392,중간
C100738,Premium,1623600,0,5.0,0,0.044,낮음
C100739,Standard,470400,26,4.7,0,0.358,중간
C100740,Premium,3354700,3,5.0,0,0.038,낮음
C100741,Standard,1064000,0,3.6,0,0.152,낮음
C100742,Basic,3137200,13,3.4,0,0.555,중간
C100743,Standard,870000,107,3.7,1,0.954,높음
C100744,Basic,1598400,0,2.5,0,0.231,낮음
C100745,Basic,492000,21,3.6,0,0.726,높음
C100746,Basic,385700,0,1.2,1,0.625,높음
C100747,Basic,8529300,25,4.2,0,0.12,낮음
C100748,Standard,413400,10,2.3,0,0.347,중간
C100749,Standard,200000,26,3.6,0,0.494,중간
C100750,Standard,271000,16,1.0,1,0.857,높음
C100751,Premium,6023200,24,4.1,0,0.168,낮음
C100752,Basic,1819400,19,3.9,1,0.369,중간
C100753,Basic,1135300,0,4.9,0,0.074,낮음
C100754,Basic,3524400,15,2.7,0,0.356,중간
C100755,Basic,321300,23,4.2,0,0.445,중간
C100756,Premium,1992000,33,4.1,1,0.378,중간
C100757,Premium,1049600,0,2.6,0,0.139,낮음
C100758,Premium,1668000,9,3.3,0,0.141,낮음
C100759,Standard,6138700,4,4.3,0,0.099,낮음
C100760,Standard,5417300,0,3.0,0,0.119,낮음
C100761,Basic,412500,5,3.6,0,0.243,낮음
C100762,Basic,1573000,0,4.5,0,0.133,낮음
C100763,Basic,793000,2,4.0,0,0.225,낮음
C100764,Standard,1447200,7,4.6,0,0.256,낮음
C100765,Standard,3706600,94,4.8,0,0.857,높음
C100766,Standard,1898800,16,1.9,0,0.418,중간
C100767,Standard,1203800,2,3.3,0,0.266,낮음
C100768,Premium,1455000,12,5.0,0,0.243,낮음
C100769,Basic,568400,36,4.2,0,0.643,높음
C100770,Basic,208800,15,3.7,0,0.656,높음
C100771,Premium,1480500,25,2.6,1,0.51,중간
C100772,Premium,5052700,23,3.4,0,0.194,낮음
C100773,Standard,197000,88,2.9,1,0.87,높음
C100774,Basic,1178900,7,3.6,0,0.282,낮음
C100775,Basic,583000,1,4.5,1,0.142,낮음
C100776,Basic,1133200,10,3.7,0,0.22,낮음
C100777,Standard,908800,3,3.4,1,0.207,낮음
C100778,Basic,1907400,26,3.4,1,0.412,중간
C100779,Standard,1424500,7,3.6,0,0.32,중간
C100780,Basic,118500,0,3.2,0,0.396,중간
C100781,Premium,3600000,25,3.5,0,0.17,낮음
C100782,Basic,2208800,22,3.8,0,0.282,낮음
C100783,Basic,3727700,10,3.6,0,0.428,중간
C100784,Standard,1032200,18,1.0,1,0.794,높음
C100785,Standard,2288000,20,3.8,0,0.465,중간
C100786,Basic,309900,32,3.1,0,0.718,높음
C100787,Basic,303200,0,3.9,0,0.37,중간
C100788,Basic,678100,12,4.8,1,0.418,중간
C100789,Basic,915300,5,4.1,0,0.226,낮음
C100790,Standard,600600,35,3.7,1,0.435,중간
C100791,Standard,653500,145,1.7,1,0.994,높음
C100792,Basic,657800,36,5.0,1,0.476,중간
C100793,Basic,2293200,14,3.3,1,0.274,낮음
C100794,Basic,843000,30,2.2,0,0.759,높음
C100795,Premium,1542000,17,4.1,0,0.169,낮음
C100796,Basic,691400,67,3.1,0,0.9,높음
C100797,Premium,1334700,0,5.0,0,0.033,낮음
C100798,Basic,688200,0,4.0,0,0.191,낮음
C100799,Basic,651000,35,3.9,0,0.663,높음
C100800,Basic,1128000,5,3.2,0,0.457,중간
C100801,Standard,292600,18,4.3,0,0.428,중간
C100802,Standard,879100,20,3.3,0,0.466,중간
C100803,Premium,3875200,0,4.8,0,0.074,낮음
C100804,Basic,716200,16,2.7,1,0.606,높음
C100805,Basic,4269300,0,5.0,0,0.077,낮음
C100806,Standard,330400,0,3.3,0,0.312,중간
C100807,Basic,1005200,12,1.7,0,0.542,중간
C100808,Basic,1495000,26,4.2,0,0.51,중간
C100809,Basic,8765100,18,2.0,0,0.286,낮음
C100810,Standard,1634500,63,3.5,0,0.599,중간
C100811,Basic,730000,16,4.5,0,0.556,중간
C100812,Standard,1296400,10,3.6,0,0.358,중간
C100813,Premium,1274400,0,3.2,0,0.096,낮음
C100814,Basic,348800,33,1.6,1,0.642,높음
C100815,Standard,469300,12,4.5,0,0.145,낮음
C100816,Standard,2307400,8,5.0,0,0.095,낮음
C100817,Basic,475600,6,2.9,0,0.358,중간
C100818,Premium,2667600,67,2.8,0,0.713,높음
C100819,Standard,507400,0,3.6,0,0.228,낮음
C100820,Basic,698000,5,3.2,0,0.293,낮음
C100821,Basic,1864000,15,3.6,0,0.299,낮음
C100822,Standard,2123500,1,2.2,0,0.178,낮음
C100823,Basic,203500,32,3.8,0,0.489,중간
C100824,Basic,521600,1,5.0,1,0.162,낮음
C100825,Premium,1409400,9,4.7,0,0.163,낮음
C100826,Basic,922000,20,2.5,0,0.611,높음
C100827,Basic,788600,58,3.0,0,0.706,높음
C100828,Premium,2916000,11,5.0,0,0.051,낮음
C100829,Standard,924000,0,3.6,0,0.186,낮음
C100830,Standard,2401200,93,2.3,1,0.88,높음
C100831,Standard,531200,21,5.0,0,0.202,낮음
C100832,Standard,1090200,32,3.4,0,0.4,중간
C100833,Basic,1391000,13,4.2,0,0.476,중간
C100834,Basic,2511600,8,2.7,0,0.318,중간
C100835,Basic,954000,25,4.0,0,0.229,낮음
C100836,Basic,3442900,4,4.6,0,0.239,낮음
C100837,Standard,3265600,0,3.5,0,0.051,낮음
C100838,Standard,1615000,0,4.5,0,0.138,낮음
C100839,Basic,1874400,59,4.2,0,0.77,높음
C100840,Basic,1143000,56,4.2,0,0.801,높음
C100841,Standard,745200,14,3.8,0,0.198,낮음
C100842,Premium,303600,14,4.8,0,0.1,낮음
C100843,Premium,4405000,64,2.4,0,0.771,높음
C100844,Basic,1415100,9,3.4,0,0.286,낮음
C100845,Standard,796000,30,4.7,0,0.372,중간
C100846,Basic,1396800,3,4.0,0,0.217,낮음
C100847,Premium,6255800,8,3.6,0,0.068,낮음
C100848,Basic,294600,42,3.8,1,0.816,높음
C100849,Basic,114000,35,3.5,1,0.664,높음
C100850,Standard,6947700,64,2.9,1,0.791,높음
C100851,Basic,4507500,0,3.7,0,0.197,낮음
C100852,Standard,754600,5,3.6,0,0.255,낮음
C100853,Premium,6357800,18,3.4,0,0.177,낮음
C100854,Basic,391200,0,2.8,0,0.459,중간
C100855,Basic,1450800,30,3.2,0,0.549,중간
C100856,Premium,3660300,36,3.6,0,0.186,낮음
C100857,Standard,2934400,0,3.9,0,0.173,낮음
C100858,Basic,34200,20,2.7,1,0.762,높음
C100859,Basic,897100,27,3.9,0,0.637,높음
C100860,Premium,1932300,48,2.6,0,0.733,높음
C100861,Basic,546700,0,4.2,0,0.114,낮음
C100862,Standard,2779900,1,3.5,0,0.137,낮음
C100863,Standard,1825500,3,4.4,0,0.086,낮음
C100864,Premium,751400,17,3.8,0,0.303,중간
C100865,Basic,604500,0,4.0,0,0.184,낮음
C100866,Standard,1988500,34,2.5,0,0.422,중간
C100867,Standard,607600,16,3.6,0,0.331,중간
C100868,Premium,5077900,44,4.5,0,0.249,낮음
C100869,Basic,719200,22,4.1,0,0.323,중간
C100870,Basic,865800,0,5.0,0,0.143,낮음
C100871,Basic,936300,0,2.7,0,0.362,중간
C100872,Standard,2553600,76,3.3,0,0.899,높음
C100873,Basic,187700,2,3.3,0,0.343,중간
C100874,Basic,9335100,0,4.1,0,0.089,낮음
C100875,Standard,881800,0,3.6,0,0.175,낮음
C100876,Standard,346500,19,3.0,0,0.408,중간
C100877,Basic,2371800,0,2.8,0,0.223,낮음
C100878,Standard,2223000,48,4.2,0,0.675,높음
C100879,Basic,1578800,20,3.1,0,0.368,중간
C100880,Premium,1302900,16,5.0,0,0.103,낮음
C100881,Basic,1048800,8,2.4,0,0.55,중간
C100882,Basic,652500,1,4.8,0,0.125,낮음
C100883,Standard,1320700,12,3.9,0,0.397,중간
C100884,Premium,2502500,3,3.6,0,0.092,낮음
C100885,Standard,683200,0,3.3,0,0.201,낮음
C100886,Basic,1443200,11,1.9,1,0.485,중간
C100887,Standard,431200,19,3.7,0,0.484,중간
C100888,Basic,451400,33,1.6,1,0.813,높음
C100889,Standard,342400,64,2.3,1,0.787,높음
C100890,Standard,551000,23,1.8,0,0.626,높음
C100891,Basic,723600,54,4.4,0,0.637,높음
C100892,Standard,101500,40,4.3,1,0.67,높음
C100893,Basic,686400,41,3.4,0,0.57,중간
C100894,Basic,2278000,52,3.4,0,0.538,중간
C100895,Basic,1058400,51,3.3,0,0.754,높음
C100896,Basic,600600,49,4.2,0,0.8,높음
C100897,Standard,1720400,4,2.9,0,0.298,낮음
C100898,Standard,381900,36,3.1,0,0.694,높음
C100899,Basic,1220900,55,4.6,0,0.687,높음
C100900,Standard,647000,3,3.5,0,0.247,낮음
C100901,Standard,3395700,88,2.7,0,0.745,높음
C100902,Basic,110400,13,1.9,0,0.65,높음
C100903,Standard,950400,12,4.0,0,0.32,중간
C100904,Standard,664100,18,4.7,0,0.367,중간
C100905,Basic,459000,7,3.7,1,0.252,낮음
C100906,Standard,1581800,44,3.0,1,0.788,높음
C100907,Basic,1189400,18,4.4,0,0.213,낮음
C100908,Standard,56900,15,3.9,0,0.512,중간
C100909,Standard,2173500,0,3.4,0,0.106,낮음
C100910,Standard,226800,0,3.9,0,0.215,낮음
C100911,Premium,683600,36,4.5,0,0.287,낮음
C100912,Standard,204100,79,2.8,1,0.879,높음
C100913,Basic,1728200,0,1.7,0,0.448,중간
C100914,Basic,7057000,18,3.3,0,0.234,낮음
C100915,Basic,2178600,18,3.8,0,0.318,중간
C100916,Basic,1424800,14,3.7,1,0.51,중간
C100917,Basic,261400,19,2.8,0,0.782,높음
C100918,Standard,1365000,39,3.2,1,0.434,중간
C100919,Basic,1004900,35,5.0,0,0.546,중간
C100920,Basic,958700,1,3.6,0,0.309,중간
C100921,Premium,1960400,10,2.5,0,0.343,중간
C100922,Standard,603700,16,3.3,0,0.331,중간
C100923,Basic,2147600,22,1.5,1,0.717,높음
C100924,Premium,727900,4,3.9,0,0.108,낮음
C100925,Basic,372100,18,3.1,0,0.746,높음
C100926,Standard,607200,22,5.0,0,0.18,낮음
C100927,Standard,493200,13,2.8,0,0.613,높음
C100928,Premium,1011600,27,4.6,0,0.183,낮음
C100929,Standard,2166500,14,3.8,0,0.217,낮음
C100930,Basic,896800,53,3.3,0,0.745,높음
C100931,Premium,1075900,9,3.9,0,0.098,낮음
C100932,Basic,273000,14,4.2,1,0.511,중간
C100933,Standard,397100,24,3.6,0,0.346,중간
C100934,Standard,119000,35,2.8,1,0.5,중간
C100935,Standard,949900,28,3.0,1,0.583,중간
C100936,Standard,679000,60,4.2,1,0.853,높음
C100937,Standard,1176500,2,4.9,0,0.093,낮음
C100938,Basic,192000,17,2.8,1,0.676,높음
C100939,Premium,2171200,11,3.8,0,0.127,낮음
C100940,Premium,5551800,2,4.5,0,0.05,낮음
C100941,Standard,1236200,32,3.2,0,0.475,중간
C100942,Basic,4879700,29,3.6,1,0.526,중간
C100943,Standard,1911600,35,3.6,0,0.385,중간
C100944,Basic,1305000,20,5.0,0,0.166,낮음
C100945,Standard,831500,28,3.0,0,0.653,높음
C100946,Standard,1075800,9,2.6,0,0.275,낮음
C100947,Basic,316700,41,2.2,1,0.727,높음
C100948,Standard,1008800,3,4.2,0,0.175,낮음
C100949,Standard,667800,59,2.9,0,0.668,높음
C100950,Basic,496800,17,3.6,0,0.542,중간
C100951,Premium,5444600,17,3.5,0,0.251,낮음
C100952,Standard,553000,75,2.0,0,0.882,높음
C100953,Basic,819000,21,4.2,1,0.562,중간
C100954,Basic,151800,4,2.0,0,0.475,중간
C100955,Basic,1848000,63,3.5,1,0.904,높음
C100956,Standard,356700,20,3.2,0,0.339,중간
C100957,Premium,3559100,2,4.1,0,0.091,낮음
C100958,Standard,1600800,52,4.2,0,0.673,높음
C100959,Premium,1317600,61,1.0,1,0.791,높음
C100960,Standard,736000,31,3.1,0,0.574,중간
C100961,Premium,1583300,0,4.8,0,0.068,낮음
C100962,Basic,8425200,26,3.0,0,0.26,낮음
C100963,Basic,2024200,6,3.5,0,0.269,낮음
C100964,Standard,1676800,25,4.1,0,0.261,낮음
C100965,Basic,1001000,15,3.4,1,0.619,높음
C100966,Premium,2100600,31,2.7,0,0.657,높음
C100967,Standard,1660500,20,4.7,0,0.232,낮음
C100968,Basic,467600,27,2.9,0,0.686,높음
C100969,Standard,577800,0,3.6,0,0.208,낮음
C100970,Basic,222200,35,5.0,0,0.574,중간
C100971,Basic,2392900,3,4.1,0,0.221,낮음
C100972,Standard,1367600,0,3.6,0,0.149,낮음
C100973,Premium,3217500,9,4.2,0,0.075,낮음
C100974,Standard,401300,0,2.7,0,0.251,낮음
C100975,Standard,3232300,81,2.3,1,0.823,높음
C100976,Basic,1131900,9,5.0,0,0.167,낮음
C100977,Standard,551800,63,4.1,1,0.845,높음
C100978,Basic,403300,16,3.9,0,0.338,중간
C100979,Basic,263300,20,2.0,0,0.819,높음
C100980,Standard,173800,15,3.7,0,0.615,높음
C100981,Premium,1753600,0,3.4,0,0.143,낮음
C100982,Standard,341900,46,4.2,0,0.559,중간
C100983,Basic,2598400,10,4.7,0,0.323,중간
C100984,Standard,1937600,14,3.2,0,0.246,낮음
C100985,Basic,1576800,33,3.3,0,0.707,높음
C100986,Basic,1872000,63,2.2,1,0.882,높음
C100987,Basic,1132000,12,3.8,0,0.319,중간
C100988,Standard,2688000,16,2.5,0,0.268,낮음
C100989,Basic,463400,75,2.4,1,0.971,높음
C100990,Standard,765000,13,3.5,0,0.266,낮음
C100991,Basic,2386600,0,3.7,0,0.167,낮음
C100992,Basic,383800,10,4.7,0,0.228,낮음
C100993,Standard,700200,31,4.1,0,0.435,중간
C100994,Standard,217600,6,3.0,0,0.358,중간
C100995,Basic,416500,42,4.2,0,0.818,높음
C100996,Standard,1557200,37,3.4,1,0.532,중간
C100997,Standard,802100,11,4.1,0,0.226,낮음
C100998,Basic,779100,14,5.0,0,0.161,낮음
C100999,Basic,876000,25,2.2,0,0.653,높음
C101000,Standard,1802200,17,3.1,1,0.533,중간
C101001,Standard,4393000,3,3.4,0,0.126,낮음
C101002,Basic,1173200,58,5.0,0,0.519,중간
C101003,Basic,3915800,38,1.8,1,0.88,높음
C101004,Standard,1433100,69,3.6,0,0.792,높음
C101005,Basic,195600,18,2.3,1,0.655,높음
C101006,Basic,217000,0,3.6,0,0.289,낮음
C101007,Basic,1069200,59,3.2,1,0.861,높음
C101008,Premium,4903900,9,4.0,0,0.034,낮음
C101009,Standard,237100,119,3.2,1,0.985,높음
