년월일,최대순간풍속(m/s),평균기온(℃),최저기온(℃),최고기온(℃),일강수량(mm),최저습도(%),최고습도(%),최저기압(hPa),최고기압(hPa)
2022-07-28,7.6,29.8,25.1,34.4,0,48,76,"1,008.80","1,011.60"
2022-07-29,6.5,30.8,27.3,34.3,0,52,79,"1,009.70","1,012.80"
2022-07-30,10.3,31.7,27.3,36.1,1,50,80,"1,006.70","1,011.40"
2022-07-31,7.6,27.2,25.4,29,47.2,75,96,"1,004.90","1,008.10"
2022-08-01,9.3,28.9,25.4,32.4,30,67,97,"1,003.90","1,006.80"
2022-08-02,10.1,27,25.5,28.5,33.5,78,96,"1,005.30","1,009.60"
2022-08-03,10.8,27.6,25.2,30,51.1,76,99,"1,008.70","1,011.10"
2022-08-04,7.5,29.5,26,32.9,0,64,93,"1,007.30","1,011.40"
2022-08-05,9.2,29.9,27,32.7,0,61,89,"1,003.30","1,007.80"
2022-08-06,5.2,28.9,27.4,30.3,13.6,77,90,"1,004.10","1,006.60"
2022-08-07,9.8,29.5,27.2,31.7,0.9,70,91,"1,004.40","1,006.90"
2022-08-08,24.9,26.7,25,28.4,129.6,83,97,"1,003.80","1,006.60"
2022-08-09,12.3,24.3,22,26.5,123.1,94,98,"1,003.20","1,007"
2022-08-10,6.3,25.1,21.4,28.8,7.6,66,98,"1,005","1,007"
2022-08-11,4.9,25.5,23.4,27.5,38.8,75,97,"1,003","1,005.70"
2022-08-12,6.1,27.7,23,32.4,0,44,94,"1,004.10","1,007.20"
2022-08-13,5.6,26.1,24.7,27.5,4,71,92,"1,003.30","1,006.90"
2022-08-14,6.3,28,24.5,31.5,3,66,93,"1,004","1,006.30"
2022-08-15,16.1,28.2,26.6,29.8,0.9,74,92,996.7,"1,004.60"
2022-08-16,8.4,27.1,24.1,30,0,58,89,999.4,"1,005.60"
2022-08-17,7,26.7,22.8,30.5,0,62,90,"1,003.70","1,007.10"
2022-08-18,7.1,26.1,22.4,29.8,0,57,90,"1,006.40","1,008.10"
2022-08-19,9.6,25.4,23.3,27.5,66.1,70,99,998.8,"1,006.60"
2022-08-20,8.1,28.9,25.7,32,0,63,96,999.4,"1,003.40"
2022-08-21,5.7,28.4,24.7,32,0,59,86,"1,003.10","1,006.10"
2022-08-22,7.3,26.6,22.9,30.2,3.2,59,89,"1,002.60","1,005.30"
2022-08-23,6.4,26.3,22.4,30.2,2.2,51,97,"1,004.10","1,007.40"
2022-08-24,8.3,25.2,22.4,27.9,0,59,76,"1,006.40","1,009.30"
2022-08-25,5.6,22.6,21.1,24,1.6,63,91,"1,006.60","1,008.60"
2022-08-26,8.7,24.2,19.9,28.4,0,55,90,"1,004.70","1,008.50"
2022-08-27,9.7,21.6,17.6,25.5,17.6,43,93,"1,006.50","1,013.10"
2022-08-28,5.7,22.3,16.1,28.4,0,39,83,"1,012.80","1,016.10"
2022-08-29,6.7,21,19.5,22.5,2.2,63,90,"1,014.10","1,016.60"
2022-08-30,6.8,19.1,17.9,20.3,35.8,71,100,"1,008.10","1,015.10"
2022-08-31,7.3,22.3,19.6,24.9,0,69,95,"1,006.90","1,011"
2022-09-01,7,24.4,18.3,30.4,0,42,97,"1,011","1,015"
2022-09-02,9.2,25.1,20.3,29.8,0,47,86,"1,013.70","1,016.90"
2022-09-03,9,24.9,20.5,29.2,0,54,70,"1,012.30","1,016.30"
2022-09-04,8.4,21.9,19.8,24,33.8,65,99,"1,005.90","1,013.40"
2022-09-05,18.3,20.2,17.7,22.7,119.8,92,99,"1,004.10","1,008.70"
2022-09-06,13.8,21.7,17,26.3,25.3,41,100,998.3,"1,013"
2022-09-07,6.6,23,17.9,28.1,0,32,95,"1,013","1,018.80"
2022-09-08,5.6,23.1,16.7,29.5,0,39,89,"1,015.40","1,019.50"
2022-09-09,6.4,24.9,18.9,30.8,0,30,90,"1,015.20","1,018.20"
2022-09-10,8,23.7,19,28.4,0,37,64,"1,015.40","1,018.60"
2022-09-11,6.9,23.5,20.6,26.4,0.1,52,82,"1,012.90","1,016.60"
2022-09-12,5.1,23.9,20.3,27.5,0,60,87,"1,012.80","1,014.90"
2022-09-13,7.8,24.1,21.8,26.4,0,64,85,"1,013.90","1,016.90"
2022-09-14,14.3,25.3,22.7,27.9,0,45,71,"1,013.80","1,016.90"
2022-09-15,9.6,25.2,22,28.3,0.1,56,78,"1,008.20","1,014.60"
2022-09-16,8.6,26.7,23.4,29.9,14.6,63,95,"1,005.30","1,008.50"
2022-09-17,6.1,26.4,23.3,29.4,4.3,65,97,"1,006.10","1,009.40"
2022-09-18,8.2,27.8,23,32.5,0,55,93,"1,000.30","1,007.40"
2022-09-19,12.4,24.6,19.5,29.6,0,48,79,998.4,"1,008.50"
2022-09-20,7.9,20.4,16.1,24.6,0,36,75,"1,008.40","1,015.90"
2022-09-21,7,19.3,13,25.6,0,36,75,"1,015.20","1,018.30"
2022-09-22,6.6,19.5,14.2,24.7,0,45,74,"1,012.20","1,017.40"
2022-09-23,13.1,18.5,14.7,22.2,3.3,42,88,"1,009.80","1,016.10"
2022-09-24,7.6,18.3,12.3,24.2,0,37,81,"1,015","1,017.90"
2022-09-25,5.7,20.3,15.4,25.2,0,36,86,"1,014.50","1,017.70"
2022-09-26,5.3,20.1,14.8,25.4,0,32,83,"1,015.10","1,018"
2022-09-27,5.4,21,14,28,0,29,88,"1,013","1,017.10"
2022-09-28,4.7,21.1,16.1,26.1,0,47,87,"1,011.60","1,014.70"
2022-09-29,5.8,21.5,16.4,26.5,0,33,93,"1,012.70","1,015.80"
2022-09-30,5.2,21.3,14.8,27.7,0,34,91,"1,013.90","1,017.20"
2022-10-01,4.2,21,14.4,27.6,0,33,89,"1,016","1,019.20"
2022-10-02,8.6,19.4,17.2,21.6,15.8,60,99,"1,013.20","1,018.50"
2022-10-03,13.7,20.5,17.5,23.4,76,94,100,"1,007.20","1,013.70"
2022-10-04,10.2,18.6,14.2,23,11.8,67,100,"1,006.80","1,017.80"
2022-10-05,6.7,17.9,14.1,21.6,0.1,48,93,"1,017","1,021"
2022-10-06,6.2,15.9,12.7,19.1,0,63,86,"1,016.60","1,021.30"
2022-10-07,9.2,14.8,11,18.6,0,48,87,"1,017.90","1,023.70"
2022-10-08,6.5,16.4,11.1,21.6,0,42,83,"1,021","1,025.70"
2022-10-09,11.5,12.6,10.7,14.5,20.4,69,98,"1,012.90","1,023.50"
2022-10-10,12.8,10.1,8.2,11.9,0,59,94,"1,011.40","1,016.70"
2022-10-11,9.3,11.9,7.4,16.4,0,51,84,"1,016.70","1,024.70"
2022-10-12,6.6,13.6,6.5,20.6,0,42,93,"1,024.70","1,027.80"
2022-10-13,5.3,16.7,10.7,22.7,0,43,91,"1,021.90","1,027.50"
2022-10-14,5.5,17.7,12.4,23,0,49,91,"1,017.60","1,022.50"
2022-10-15,6.5,18.5,12.6,24.4,0,38,92,"1,017.20","1,020.30"
2022-10-16,7.4,17.8,15.1,20.5,0,64,81,"1,016.50","1,018.90"
2022-10-17,11.4,11.3,7.4,15.1,0,25,82,"1,017.60","1,021.70"
2022-10-18,7.2,9.6,5,14.2,0,33,73,"1,021.60","1,024"
2022-10-19,8,10.6,4.4,16.8,0,30,79,"1,023.90","1,027.80"
2022-10-20,5.3,12.9,6,19.7,0,31,88,"1,025.40","1,029.80"
2022-10-21,5.7,14.9,8.8,20.9,0,31,90,"1,022","1,026.40"
2022-10-22,7.3,15.7,10.5,20.8,0,52,90,"1,018.50","1,023"
2022-10-23,8.8,14.5,10.4,18.6,0,29,95,"1,017.10","1,020.40"
2022-10-24,8.8,11.2,7.5,14.8,0,27,82,"1,019.30","1,025.60"
2022-10-25,7.6,11.8,5.9,17.6,0,37,70,"1,025.60","1,029.80"
2022-10-26,5.9,12.9,8,17.8,0,38,74,"1,025.50","1,029.50"
2022-10-27,7.7,13.8,8.6,18.9,0,49,88,"1,023.50","1,026.50"
2022-10-28,5.6,14.4,8.2,20.6,0,41,88,"1,023.80","1,027.30"
2022-10-29,5.6,15.8,10.2,21.3,0,37,85,"1,023.90","1,027.80"
2022-10-30,5,15.9,10.4,21.3,0,39,83,"1,023.10","1,026.70"
2022-10-31,5.4,16.2,11.2,21.1,0,42,88,"1,022.10","1,025.70"
2022-11-01,7.6,13.6,9.4,17.8,0,44,94,"1,020.20","1,023.30"
2022-11-02,6.8,11.7,5.5,17.9,0,23,78,"1,019","1,023.20"
2022-11-03,9,9.5,5.6,13.4,0,44,69,"1,018.60","1,021.50"
2022-11-04,9.8,5.7,1.6,9.8,0,23,62,"1,021.30","1,025.40"
2022-11-05,7.2,7.2,0.8,13.6,0,24,72,"1,023.60","1,026.90"
2022-11-06,5.5,10.1,3.7,16.4,0,36,80,"1,022.20","1,026.30"
2022-11-07,7,11.4,6.1,16.6,0,38,81,"1,020.70","1,024.40"
2022-11-08,6.4,13.8,9.7,17.9,0,40,84,"1,023.10","1,025.60"
2022-11-09,4.9,11.4,6.7,16,0,57,92,"1,023.80","1,026.80"
2022-11-10,4.8,14,8.8,19.1,0,53,92,"1,022.50","1,025.80"
2022-11-11,6.4,16.5,10.9,22.1,0,40,82,"1,023.10","1,026.80"
2022-11-12,9.9,16.8,11.6,22,57.9,50,100,"1,008","1,023.50"
2022-11-13,10.4,13,8.7,17.3,0,69,98,"1,007.70","1,019.80"
2022-11-14,8.6,9.9,5.9,13.8,0,45,95,"1,016","1,020.20"
2022-11-15,10.4,8.2,4,12.3,1.6,62,93,"1,015.20","1,017.90"
2022-11-16,7.1,9.3,5.5,13,0,33,99,"1,017","1,022.40"
2022-11-17,4.8,11,5.4,16.6,0,41,79,"1,022.20","1,025.60"
2022-11-18,4.2,11.7,5.3,18.1,0,39,93,"1,024.10","1,027.90"
2022-11-19,7.4,14,8.7,19.2,0,35,80,"1,019.60","1,025.50"
2022-11-20,5.3,14.9,9.5,20.2,0,38,74,"1,017.70","1,020.90"
2022-11-21,7.6,12.8,9.3,16.2,0,53,83,"1,019.80","1,023"
2022-11-22,6.9,10.4,7,13.7,0,47,92,"1,017.90","1,023.50"
2022-11-23,8.4,11,6.8,15.2,0,34,75,"1,016.50","1,019.60"
2022-11-24,5.2,10,5.9,14.1,0,51,80,"1,019.30","1,022"
2022-11-25,10,12.5,7.1,17.8,1.7,35,91,"1,013.20","1,022"
2022-11-26,11.1,7,1,12.9,0,28,89,"1,014","1,021.90"
2022-11-27,5.8,5.2,-1.1,11.5,0,28,61,"1,018.50","1,022.60"
2022-11-28,7,11.3,7.5,15,19.5,34,100,"1,008.60","1,019.50"
2022-11-29,12,6.7,-1.6,15,3.8,39,99,"1,008.10","1,027"
2022-11-30,11.3,-4.9,-8.1,-1.6,0,34,61,"1,026.80","1,034.70"
2022-12-01,7.7,-5.3,-9.4,-1.2,0,34,55,"1,029.70","1,034.40"
2022-12-02,5.4,-2.3,-7.6,3,0,24,62,"1,026.50","1,033.40"
2022-12-03,9.6,3.4,-0.3,7,1.1,46,92,"1,023.40","1,028.60"
2022-12-04,9.7,-2.7,-5.2,-0.2,0,25,67,"1,028.30","1,033.20"
2022-12-05,7.1,-2.6,-7,1.9,0,25,60,"1,027","1,033.20"
2022-12-06,12.5,0.7,-3.9,5.3,0.1,44,78,"1,021.30","1,026.90"
2022-12-07,12.2,5.1,1.2,9,0.1,41,82,"1,021.10","1,025.80"
2022-12-08,4.7,4.6,0.1,9.1,0,21,78,"1,024.60","1,027.80"
2022-12-09,6.5,5.6,0.9,10.2,0,49,72,"1,020.60","1,024.90"
2022-12-10,6.7,3.1,-0.6,6.7,0,26,65,"1,018.10","1,022.90"
2022-12-11,6.2,2.7,-1.5,6.8,0,29,67,"1,021.10","1,024.70"
2022-12-12,6.6,2.2,-2,6.3,5.4,53,97,"1,016.50","1,024.90"
2022-12-13,15,-1.7,-6.4,3.1,0.6,57,90,"1,015.90","1,024.30"
2022-12-14,14.7,-8,-11,-4.9,0,43,63,"1,024.30","1,030.50"
2022-12-15,9,-4.9,-8.5,-1.3,2.4,61,94,"1,021.10","1,027.90"
2022-12-16,11.1,-5.9,-9.6,-2.2,0.2,34,80,"1,023.50","1,030.80"
2022-12-17,5.7,-6.5,-9.8,-3.2,0,34,82,"1,027.90","1,032.60"
2022-12-18,10.4,-9,-12.4,-5.6,0,38,59,"1,021.80","1,024.80"
2022-12-19,6,-7.3,-12,-2.5,0,40,73,"1,024.50","1,029"
2022-12-20,5.9,-3.3,-9.5,2.9,0,40,71,"1,021.20","1,030.90"
2022-12-21,9.6,0,-2.6,2.6,3.6,57,95,"1,009.20","1,021.20"
2022-12-22,15,-7,-11.3,-2.6,0,45,75,"1,008.90","1,011.50"
2022-12-23,12.3,-11.2,-13.7,-8.6,0,52,69,"1,010.80","1,018"
2022-12-24,5.6,-7.8,-13.5,-2,0,38,69,"1,017.70","1,022.90"
2022-12-25,6.6,-4.7,-9.6,0.2,0,46,81,"1,022.40","1,025.30"
2022-12-26,3.7,-3.1,-7.9,1.7,0,44,86,"1,025","1,028.10"
2022-12-27,5.4,-2,-7.3,3.3,0,48,87,"1,027.70","1,030.80"
2022-12-28,8.7,-3,-6,0.1,0.1,39,92,"1,027.80","1,033.40"
2022-12-29,5.1,-2.9,-7.8,2.1,0,33,72,"1,030.60","1,033.70"
2022-12-30,7.5,-1.1,-4.4,2.3,0,36,88,"1,030.30","1,032.80"
2022-12-31,4.1,-1.5,-5.1,2.1,0,57,80,"1,028.90","1,032.20"
2023-01-01,8.1,-0.3,-4.3,3.8,0,28,77,"1,028.60","1,033.20"
2023-01-02,7.4,-3.9,-7.4,-0.4,0,32,56,"1,030.30","1,034"
2023-01-03,6.7,-4.2,-9,0.6,0,27,67,"1,028.70","1,032.10"
2023-01-04,7.2,-1.2,-5.7,3.3,0,34,64,"1,029.50","1,031.50"
2023-01-05,5.6,-1,-5.6,3.6,0,39,74,"1,029.20","1,032.30"
2023-01-06,6.9,0.5,-4.7,5.7,3.9,48,96,"1,014.30","1,029.60"
2023-01-07,8.3,1.2,-1.4,3.8,0.1,64,98,"1,013.60","1,023.80"
2023-01-08,4.8,1.3,-3.7,6.3,0,46,91,"1,023.20","1,026.60"
2023-01-09,8.6,2.9,-1.3,7,0,43,75,"1,022.20","1,028.60"
2023-01-10,4.4,2.6,-3.9,9.1,0,39,76,"1,026.60","1,030.60"
2023-01-11,5.6,3.6,-2,9.2,0,30,86,"1,023.90","1,028.20"
2023-01-12,5.7,6,-0.6,12.5,0,25,73,"1,017.70","1,025"
2023-01-13,9.8,7.6,5.1,10.1,37.3,47,100,"1,007.70","1,017.70"
2023-01-14,9.9,6.1,3.8,8.4,1.6,82,100,"1,011","1,016.90"
2023-01-15,7.6,0.2,-3.5,3.8,3.2,84,99,"1,015.90","1,021.40"
2023-01-16,7.2,-4,-6.8,-1.2,0,42,92,"1,021.40","1,027.50"
2023-01-17,4.9,-3.7,-7,-0.4,0,46,82,"1,025","1,028.60"
2023-01-18,7.6,-1.2,-4.6,2.2,0,27,92,"1,024.80","1,027.90"
2023-01-19,9.8,-0.9,-6,4.3,1,47,95,"1,019.20","1,027.30"
2023-01-20,13,-2.9,-7.7,2,0,30,96,"1,019.80","1,031.70"
2023-01-21,5.2,-4.5,-10.5,1.5,0,36,67,"1,028.70","1,032.60"
2023-01-22,7.4,-0.1,-2.8,2.6,0,53,80,"1,023.90","1,029.90"
2023-01-23,9.6,-1.2,-6.9,4.6,0,46,85,"1,020.80","1,026.20"
2023-01-24,12.3,-12,-17,-6.9,0,39,64,"1,026.10","1,034"
2023-01-25,5.9,-11.4,-17.3,-5.4,0,27,61,"1,026.10","1,034.40"
2023-01-26,5.9,-6.3,-9,-3.5,0.8,52,89,"1,022.60","1,026.40"
2023-01-27,13.9,-6.7,-9.6,-3.8,0,35,82,"1,021.10","1,024.90"
2023-01-28,9.4,-5.9,-11.2,-0.6,0,39,73,"1,019.70","1,024.40"
2023-01-29,11,-1.6,-8,4.9,0,49,73,"1,014.50","1,022.30"
2023-01-30,8.7,-0.1,-4.4,4.2,0,31,75,"1,020.60","1,025.40"
2023-01-31,10.8,2.2,-3.5,7.8,0,48,90,"1,014.30","1,022.60"
2023-02-01,10.8,1.5,-3,6,0.1,37,100,"1,014.40","1,026.10"
2023-02-02,7.3,-1.9,-5.1,1.4,0,36,63,"1,025.20","1,029.60"
2023-02-03,6.2,-0.3,-3.9,3.4,0,22,61,"1,021.60","1,025.40"
2023-02-04,8,0.4,-5.2,6,0,33,67,"1,023.30","1,026.30"
2023-02-05,6.3,1.9,-3.3,7.1,0,49,84,"1,022.90","1,026.50"
2023-02-06,5.1,3.6,-1.7,8.8,0,50,94,"1,020.20","1,024.80"
2023-02-07,5,4.5,-0.6,9.5,0,50,89,"1,019.40","1,022.70"
2023-02-08,7.7,3.3,-1.3,7.8,0,31,91,"1,022.70","1,028.90"
2023-02-09,9.5,3.6,-2.8,9.9,0,32,69,"1,022.90","1,030.40"
2023-02-10,7.2,3.7,1.1,6.2,0.6,69,93,"1,019.40","1,023.40"
2023-02-11,4.7,3.7,-1.2,8.5,0,50,90,"1,021.60","1,025.10"
2023-02-12,5.9,3.4,-0.9,7.6,0,54,90,"1,017.40","1,025.70"
2023-02-13,7.4,5.6,2.7,8.4,0,56,77,"1,016.30","1,019.90"
2023-02-14,8.2,2.1,-2.5,6.6,0,38,79,"1,019.90","1,026.10"
2023-02-15,7.6,3.9,-1.2,8.9,0,33,58,"1,026","1,030.60"
2023-02-16,8.7,1.9,-0.7,4.5,0,51,81,"1,029.20","1,031.40"
2023-02-17,5.1,4.2,-1.5,9.8,0,40,85,"1,024.70","1,029.80"
2023-02-18,3.9,5.6,3,8.1,0,45,75,"1,016.20","1,025.20"
2023-02-19,11.6,3.2,0.2,6.1,0.4,29,95,"1,015.40","1,023.50"
2023-02-20,11,-0.6,-3.5,2.4,0,27,72,"1,023.30","1,031.80"
2023-02-21,6.8,-0.3,-5.3,4.8,0,23,56,"1,031.80","1,036.20"
2023-02-22,7,2,-4.5,8.4,0,21,75,"1,026.30","1,034.70"
2023-02-23,6.7,3.7,-1.8,9.2,0,36,83,"1,021.40","1,026.50"
2023-02-24,11.6,4.1,-0.4,8.5,0,25,94,"1,022.10","1,027.60"
2023-02-25,8.5,1.4,-2.9,5.7,0,27,61,"1,027.60","1,035.50"
2023-02-26,7.2,3,-3.4,9.4,0,25,70,"1,034.50","1,038.10"
2023-02-27,7,5.3,-1.8,12.4,0,24,70,"1,030.90","1,036.70"
2023-02-28,7.3,4,-0.7,8.7,0,44,72,"1,024.10","1,031"
2023-03-01,12.3,6,2.9,9,0,27,77,"1,019.30","1,024.20"
2023-03-02,9.6,2.4,-1.8,6.6,0,22,62,"1,024.10","1,029.10"
2023-03-03,8.9,4.3,-1.9,10.4,0,49,81,"1,025.30","1,029"
2023-03-04,5.5,8.9,3.7,14.1,0,35,85,"1,026.50","1,029.70"
2023-03-05,6.9,9,2.5,15.4,0,24,83,"1,024.40","1,029.60"
2023-03-06,7.8,9.4,2.2,16.5,0,18,64,"1,020.20","1,025.60"
2023-03-07,7.2,12.9,6.3,19.4,0,40,81,"1,017","1,021.50"
2023-03-08,7.8,12.6,7.4,17.7,1.2,41,87,"1,015.70","1,020.50"
2023-03-09,9,10.3,7.4,13.1,3.7,71,97,"1,013","1,017.80"
2023-03-10,6.7,14.2,6.2,22.2,0,27,97,"1,016","1,019.70"
2023-03-11,11,16.5,10.2,22.8,0,20,78,"1,019.50","1,022.50"
2023-03-12,13.6,6.6,0.6,12.6,5.6,40,99,"1,017.40","1,023.30"
2023-03-13,12,2.9,-1.9,7.6,0,22,57,"1,019.60","1,025.50"
2023-03-14,11.7,9.4,3.3,15.4,0,23,73,"1,015.40","1,019.60"
2023-03-15,12.8,9,3.5,14.4,0,33,86,"1,017.40","1,025.70"
2023-03-16,8.4,4.7,0.4,9,0,19,53,"1,025.70","1,030.80"
2023-03-17,5.5,6.7,0.7,12.7,0,20,47,"1,019.80","1,028.70"
2023-03-18,9.6,8.3,2.5,14,0,22,71,"1,016.60","1,020.30"
2023-03-19,7.5,8.8,2.3,15.2,0,29,80,"1,017.50","1,022.20"
2023-03-20,5.9,9.9,2.6,17.1,0,23,89,"1,013","1,018.40"
2023-03-21,5.1,13.6,5,22.2,0,13,52,"1,008.40","1,015"
2023-03-22,8.1,17.2,9.2,25.1,0,28,60,"1,007","1,011.90"
2023-03-23,8.8,17.8,12.3,23.3,0,31,69,"1,003.60","1,010.50"
2023-03-24,6.4,13,7.6,18.3,0,27,47,"1,010.60","1,018"
2023-03-25,7.3,13.4,8,18.7,0,41,74,"1,015.30","1,019.50"
2023-03-26,11.5,9.4,4.7,14,0,16,68,"1,015.40","1,020.30"
2023-03-27,10.8,8.2,1.9,14.5,0,21,75,"1,019.50","1,023.60"
2023-03-28,7.4,9.3,2.8,15.7,0,22,80,"1,021.90","1,025.50"
2023-03-29,7.7,12.4,5.1,19.7,0,20,78,"1,019.90","1,024.50"
2023-03-30,7.8,13.8,6.4,21.2,0,21,60,"1,016.60","1,021.20"
2023-03-31,6.4,15.7,7.5,23.9,0,23,61,"1,015.30","1,020"
2023-04-01,7.2,17.5,9.4,25.6,0,19,64,"1,012.50","1,017.40"
2023-04-02,9.4,18.6,11.9,25.2,0,16,49,"1,015.80","1,020.70"
2023-04-03,7.8,18.6,11.3,25.9,0,16,48,"1,019","1,023.40"
2023-04-04,10.9,17.2,12.7,21.7,6.9,16,95,"1,014.60","1,021.10"
2023-04-05,10.5,11.8,8.7,14.9,50.3,83,100,"1,005.50","1,014.50"
2023-04-06,7.5,8.6,7.4,9.7,2.7,84,100,"1,008.80","1,012.50"
2023-04-07,13.8,10.2,4.6,15.7,0,36,97,"1,011.50","1,017.90"
2023-04-08,11.9,9,3.1,14.9,0,25,76,"1,016.80","1,020.50"
2023-04-09,9.8,10.7,3.5,17.8,0,33,83,"1,016.50","1,021"
2023-04-10,10.4,12.7,6.2,19.1,0,31,79,"1,011.60","1,018"
2023-04-11,18.9,13.3,9.2,17.4,2.9,43,97,"1,007","1,015.10"
2023-04-12,13,10.1,4.8,15.3,0,17,75,"1,015.20","1,019.50"
2023-04-13,6.8,11.2,5.1,17.2,0,18,80,"1,014.20","1,019.80"
2023-04-14,7.3,16.6,11.9,21.3,0,39,75,"1,009.20","1,016.30"
2023-04-15,7.7,13,9.3,16.6,4.6,63,98,"1,001.80","1,009.30"
2023-04-16,11.9,11.8,7.5,16.1,0,38,94,"1,002.20","1,010.80"
2023-04-17,6.5,12.5,6.8,18.1,0,36,93,"1,010.80","1,016.70"
2023-04-18,7.9,14.6,10.7,18.4,1.5,46,99,"1,009.90","1,013.70"
2023-04-19,7.2,20,11.5,28.4,0,25,98,"1,005.30","1,012.60"
2023-04-20,8.7,16.7,14.5,18.9,0.5,81,98,"1,008.10","1,012"
2023-04-21,8.3,17.1,11.4,22.8,0,18,97,"1,010.10","1,015.50"
2023-04-22,9.5,17.4,12.2,22.5,0,14,32,"1,015.50","1,021"
2023-04-23,8,16.4,10.7,22.1,0,19,47,"1,020.20","1,024.40"
2023-04-24,8.8,16.4,11.5,21.3,0,30,48,"1,019.90","1,023.90"
2023-04-25,7.5,11.1,9,13.2,0.4,45,90,"1,011.60","1,021.60"
2023-04-26,10.3,10.5,7.4,13.5,0,47,90,"1,009.60","1,018.50"
2023-04-27,6.8,12.6,5.1,20,0,26,94,"1,018.20","1,021.30"
2023-04-28,9.1,15.2,9,21.3,1.9,26,94,"1,011.70","1,019.50"
2023-04-29,11,12.9,9.9,15.8,25.1,68,100,"1,004.10","1,011.70"
2023-04-30,11.2,12.9,7.9,17.9,0.1,39,91,"1,007.70","1,011.50"
2023-05-01,9.9,15.3,9.8,20.8,0,27,93,"1,011.50","1,021"
2023-05-02,6.5,16.4,9.1,23.7,0,21,64,"1,020.10","1,023.80"
2023-05-03,9,19.3,12.4,26.2,0,23,76,"1,017.70","1,022.20"
2023-05-04,7.5,20.7,15.6,25.8,0,50,87,"1,007.40","1,019.40"
2023-05-05,10.4,18.6,15.5,21.6,30.2,61,100,999.5,"1,007.50"
2023-05-06,15.9,13.6,11.7,15.5,47.5,56,100,"1,000.70","1,011"
2023-05-07,9.1,14.9,11.1,18.6,0,36,62,"1,010.90","1,014.90"
2023-05-08,8.1,15,7.9,22,0,31,82,"1,014.90","1,017.50"
2023-05-09,9.8,17.2,10,24.4,0,31,80,"1,013.30","1,018"
2023-05-10,5.8,18.4,10.7,26,0,25,84,"1,014.30","1,017.90"
2023-05-11,8.1,19.8,12.8,26.7,0,26,77,"1,015.30","1,018.90"
2023-05-12,6.4,18.9,13.1,24.7,0,24,76,"1,013.40","1,018.10"
2023-05-13,9.2,18.3,12.6,23.9,0,35,86,"1,010","1,016.40"
2023-05-14,8,18.4,12.9,23.8,0,35,77,"1,007.20","1,011"
2023-05-15,7.6,20.4,12.8,27.9,0,32,79,"1,005.60","1,009.70"
2023-05-16,9.2,24.2,17.2,31.2,0,33,77,"1,007.90","1,012.30"
2023-05-17,13.1,23.7,18.6,28.7,0,34,84,"1,011.10","1,013.60"
2023-05-18,11.9,23.2,18.8,27.6,1.3,48,92,"1,008.10","1,012.60"
2023-05-19,8.5,22.3,16.7,27.8,0,41,82,"1,006.90","1,010"
2023-05-20,12.7,21.7,16.6,26.7,0,51,86,"1,007.50","1,011.20"
2023-05-21,9.5,18.6,15.3,21.9,0.2,46,98,"1,008.30","1,010"
2023-05-22,6.9,21.4,15.9,26.8,0,31,81,"1,005.40","1,009.30"
2023-05-23,10,20.5,14.1,26.9,0,27,69,"1,008","1,012.20"
2023-05-24,7.7,20.4,14.8,25.9,0,34,73,"1,012","1,015.50"
2023-05-25,9,21.6,15.7,27.4,0,27,73,"1,013.50","1,017.30"
2023-05-26,7.9,21.6,15.8,27.3,0.5,38,78,"1,016.40","1,018.30"
2023-05-27,5.9,19.7,18.6,20.7,31.8,65,100,"1,014.70","1,018.90"
2023-05-28,10.3,19.3,18.4,20.2,41.8,83,100,"1,010.60","1,014.70"
2023-05-29,4.9,23.8,19,28.5,2.3,58,100,"1,008.40","1,011.20"
2023-05-30,8.5,24.7,20.5,28.9,0,48,96,"1,007.70","1,011"
2023-05-31,8.4,23.5,18.8,28.2,0,45,76,"1,007.60","1,012.30"
2023-06-01,5.7,23,19.7,26.3,0,56,77,"1,002.10","1,009.30"
2023-06-02,7,21.5,17.9,25,0,59,89,"1,000.70","1,005.10"
2023-06-03,10.6,22.2,16.6,27.8,0,31,90,"1,005.10","1,009.50"
2023-06-04,9.1,22.5,16.9,28,0,28,90,"1,007.80","1,011"
2023-06-05,10.8,22,17.6,26.3,0,47,84,"1,008.90","1,011"
2023-06-06,9.8,21.3,17.3,25.2,0,50,87,"1,004.80","1,010.70"
2023-06-07,6.5,22.3,18.9,25.7,0,63,84,"1,006.20","1,009.50"
2023-06-08,8.4,21.1,18.3,23.9,1.9,65,94,"1,001.30","1,007.80"
2023-06-09,7.7,23.4,18.3,28.4,1.2,32,100,"1,001.10","1,003.80"
2023-06-10,12.6,24.1,19.6,28.5,0.8,48,90,"1,002.90","1,006.30"
2023-06-11,5.9,22.6,17.9,27.3,32.2,53,100,"1,003.10","1,006.20"
2023-06-12,7.6,23,18.4,27.5,0,47,90,"1,003.40","1,006.60"
2023-06-13,9,22.6,19.2,26,0,50,87,"1,002.60","1,004.80"
2023-06-14,6.7,21.3,17.5,25,30.6,53,94,"1,003.80","1,006.90"
2023-06-15,8.2,23,17.7,28.3,0,50,92,"1,006.30","1,010.30"
2023-06-16,6.8,24,19.1,28.9,0,45,89,"1,010.30","1,013.80"
2023-06-17,6.3,24.6,18.9,30.2,0,39,79,"1,010.40","1,014.40"
2023-06-18,6.6,26.7,20.8,32.6,0,43,80,"1,004.20","1,010.70"
