고객ID,성별,연령,지역,가입채널,가입개월수,요금제,월요금,결제수단,자동결제여부,월평균로그인수,월평균주문수,평균주문금액,누적결제금액,최근주문경과일,CS문의수,만족도점수,쿠폰사용률,모바일사용비중,이탈여부
C100221,여,54,서울,앱스토어,7,Standard,19900,신용카드,1,16,2.0,23800,333200,0,4,1.6,0.039,0.616,0
C100222,남,31,광주,검색광고,6,Standard,19900,간편결제,1,9,1.9,26700,304400,0,0,4.0,0.259,0.906,0
C100223,남,30,기타,SNS,13,Basic,9900,간편결제,1,21,4.0,39500,2054000,0,2,3.8,0.255,0.759,0
C100224,여,41,서울,SNS,8,Standard,19900,신용카드,0,16,2.7,48600,1049800,53,3,3.6,0.227,0.783,0
C100225,여,27,경기,SNS,13,Premium,34900,신용카드,0,30,4.0,38200,1986400,14,0,4.3,0.171,0.865,0
C100226,여,40,기타,SNS,30,Basic,9900,간편결제,1,19,1.8,6000,324000,23,2,2.7,0.447,0.824,0
C100227,남,42,부산,검색광고,17,Basic,9900,간편결제,1,20,3.8,23100,1492300,12,3,2.2,0.437,0.747,0
C100228,남,26,서울,앱스토어,34,Standard,19900,계좌이체,0,22,2.5,22400,1904000,16,0,2.7,0.185,0.543,0
C100229,여,31,서울,검색광고,12,Standard,19900,간편결제,1,4,3.1,27400,1019300,33,1,,0.495,0.696,1
C100230,남,36,인천,제휴몰,6,Standard,19900,체크카드,0,16,2.4,15400,221800,43,1,4.8,0.213,0.859,0
C100231,남,47,경기,지인추천,9,Premium,34900,신용카드,0,25,3.0,40800,1101600,42,1,3.4,0.049,0.652,0
C100232,남,37,기타,지인추천,15,Basic,9900,신용카드,0,15,1.4,22900,480900,18,0,3.4,0.064,0.894,1
C100233,남,46,서울,SNS,15,Standard,19900,체크카드,1,11,1.0,45800,687000,15,1,1.4,0.231,0.768,0
C100234,남,47,경기,검색광고,11,Premium,34900,신용카드,1,22,4.4,18700,905100,32,0,4.0,0.355,0.762,0
C100235,남,44,광주,제휴몰,9,Premium,34900,체크카드,1,17,3.2,34800,1002200,88,3,1.6,0.651,0.808,0
C100236,남,44,기타,앱스토어,7,Standard,19900,신용카드,1,5,1.3,50600,460500,28,1,4.1,0.312,0.496,0
C100237,여,22,대구,검색광고,10,Standard,19900,체크카드,1,7,5.2,36900,1918800,16,1,,0.338,0.774,0
C100238,남,55,대구,SNS,14,Premium,34900,신용카드,0,18,3.8,22600,1202300,13,3,4.7,0.275,,0
C100239,남,47,경기,제휴몰,8,Basic,9900,간편결제,1,0,1.0,32600,260800,38,1,3.6,0.401,0.674,1
C100240,남,47,부산,앱스토어,38,Basic,9900,신용카드,1,15,2.3,20400,1783000,0,1,4.4,0.568,0.433,0
C100241,남,31,서울,검색광고,6,Premium,34900,체크카드,0,13,2.9,47200,821300,10,1,2.7,0.309,0.75,0
C100242,남,38,광주,지인추천,9,Standard,19900,신용카드,1,10,3.4,30400,930200,4,2,1.8,0.162,0.797,0
C100243,남,38,기타,SNS,14,Premium,34900,신용카드,1,25,4.3,31600,1902300,9,0,4.0,0.102,0.496,0
C100244,여,19,서울,검색광고,7,Basic,9900,신용카드,1,12,4.2,42700,1255400,4,0,4.5,0.227,0.67,0
C100245,남,20,경기,검색광고,13,Basic,9900,신용카드,0,17,1.8,30600,716000,29,2,2.3,0.377,0.862,1
C100246,남,29,기타,앱스토어,20,Standard,19900,신용카드,0,14,1.6,52000,1664000,37,0,5.0,,0.845,1
C100247,남,39,서울,지인추천,4,Premium,34900,체크카드,0,19,4.8,49700,954200,37,2,3.4,0.452,0.573,0
C100248,여,35,기타,앱스토어,7,Basic,9900,간편결제,1,7,4.5,28700,904000,0,1,4.1,0.507,0.743,0
C100249,여,24,기타,SNS,9,Standard,19900,체크카드,1,17,2.3,26600,550600,29,0,,0.049,0.548,0
C100250,남,35,서울,검색광고,2,Standard,19900,신용카드,0,6,1.8,22400,80600,12,1,2.9,0.245,0.903,0
C100251,남,30,서울,검색광고,38,Basic,9900,신용카드,1,25,1.9,43400,3133500,36,0,4.5,0.089,0.716,0
C100252,남,47,대구,검색광고,16,Basic,9900,간편결제,0,12,2.0,23500,752000,15,2,,0.284,0.664,0
C100253,여,23,기타,앱스토어,27,Standard,19900,신용카드,1,6,5.3,20900,2990800,0,2,3.0,0.798,0.777,0
C100254,남,34,광주,SNS,17,Basic,9900,신용카드,1,10,3.1,18400,969700,0,0,4.9,0.361,0.687,0
C100255,여,49,경기,SNS,14,Standard,19900,신용카드,1,17,5.8,16600,1347900,0,0,,,0.628,0
C100256,남,46,부산,제휴몰,34,Basic,9900,신용카드,0,31,4.1,5000,697000,40,2,3.4,0.41,0.897,0
C100257,여,54,서울,SNS,7,Standard,19900,신용카드,1,16,4.9,30500,1046200,3,2,,0.121,0.798,0
C100258,여,35,경기,SNS,14,Basic,9900,신용카드,1,7,2.9,21000,852600,0,4,,0.211,0.783,0
C100259,여,33,부산,SNS,5,Standard,19900,간편결제,0,22,5.0,50400,1260000,115,1,2.1,0.534,0.496,1
C100260,여,53,광주,SNS,8,Standard,19900,간편결제,0,17,0.9,23500,169200,16,1,2.0,,0.854,0
C100261,여,37,기타,검색광고,14,Basic,9900,간편결제,1,4,0.5,22800,159600,39,1,3.4,0.641,0.579,0
C100262,여,55,경기,앱스토어,22,Basic,9900,체크카드,1,2,2.1,38800,1792600,38,0,5.0,0.412,0.906,0
C100263,남,47,기타,앱스토어,12,Standard,19900,신용카드,1,10,1.2,25900,373000,0,1,4.2,0.285,0.705,0
C100264,남,39,경기,SNS,16,Basic,9900,간편결제,0,19,1.4,37900,849000,120,5,1.9,0.315,0.704,1
C100265,여,52,기타,제휴몰,4,Standard,19900,계좌이체,1,7,3.3,45200,596600,16,0,3.3,,0.878,0
C100266,남,28,서울,SNS,8,Basic,9900,간편결제,0,11,3.2,43600,1116200,14,1,3.7,0.168,0.921,1
C100267,남,40,대구,지인추천,18,Basic,9900,간편결제,1,11,3.0,24200,1306800,0,0,3.6,0.196,0.735,0
C100268,남,46,서울,지인추천,12,Standard,19900,신용카드,1,16,3.9,27700,1296400,76,1,3.5,0.085,0.689,1
C100269,여,31,서울,검색광고,8,Basic,9900,간편결제,0,17,4.0,20100,643200,9,3,3.2,0.307,0.355,1
C100270,여,45,대구,검색광고,16,Standard,19900,신용카드,1,6,3.4,16000,870400,17,0,4.4,0.385,0.887,0
C100271,남,43,서울,지인추천,5,Standard,19900,간편결제,0,8,1.0,26500,132500,18,2,,0.35,0.747,0
C100272,남,36,서울,검색광고,8,Standard,19900,신용카드,1,11,7.5,47700,2862000,0,2,2.1,0.151,0.688,0
C100273,여,47,기타,제휴몰,8,Standard,19900,신용카드,0,12,2.6,50200,1044200,57,0,3.0,0.598,0.893,1
C100274,남,26,기타,SNS,2,Basic,9900,체크카드,0,17,3.1,35900,222600,30,3,3.6,0.298,0.814,1
C100275,여,52,광주,SNS,11,Standard,19900,체크카드,1,8,0.4,25900,114000,26,2,4.1,0.087,0.809,0
C100276,여,56,인천,앱스토어,47,Standard,19900,계좌이체,0,18,1.8,20600,1742800,20,2,2.1,0.147,0.515,1
C100277,남,20,기타,SNS,30,Standard,19900,간편결제,0,4,1.6,25700,1233600,64,2,2.0,,0.43,1
C100278,여,55,부산,검색광고,12,Premium,34900,간편결제,1,29,6.5,53300,4157400,30,0,3.2,0.277,0.662,0
C100279,여,30,부산,검색광고,7,Basic,9900,신용카드,1,9,1.8,33600,423400,17,1,2.9,0.511,0.768,0
C100280,남,43,서울,검색광고,15,Basic,9900,신용카드,1,21,1.0,36700,550500,29,0,4.5,0.139,0.865,0
C100281,남,34,부산,검색광고,46,Basic,9900,신용카드,0,21,3.9,37800,6781300,8,1,3.8,0.179,0.636,0
C100282,남,19,서울,검색광고,17,Premium,34900,신용카드,1,4,5.2,40200,3553700,78,1,3.3,0.265,0.79,1
C100283,남,37,경기,SNS,4,Standard,19900,체크카드,0,8,1.1,42900,188800,39,2,2.1,0.373,0.666,1
C100284,여,35,기타,앱스토어,1,Basic,9900,간편결제,1,7,0.6,35600,21400,5,2,3.2,0.085,0.718,0
C100285,여,35,기타,지인추천,20,Basic,9900,신용카드,0,10,1.2,27300,655200,30,1,3.9,0.27,0.728,1
C100286,여,33,서울,지인추천,12,Standard,19900,체크카드,0,6,1.9,26200,597400,39,1,3.3,0.399,0.693,1
C100287,여,46,인천,지인추천,5,Basic,9900,신용카드,0,21,1.1,16200,89100,32,2,3.6,0.244,0.821,0
C100288,여,50,서울,검색광고,7,Basic,9900,간편결제,1,15,4.6,46200,1487600,9,0,,0.649,0.846,0
C100289,남,29,기타,검색광고,12,Standard,19900,계좌이체,0,13,3.5,34300,1440600,18,3,3.7,0.319,0.669,0
C100290,여,43,경기,앱스토어,9,Premium,34900,신용카드,1,24,5.6,47000,2368800,0,1,3.6,0.501,0.894,0
C100291,여,35,경기,지인추천,8,Basic,9900,계좌이체,1,19,2.1,27700,465400,1,2,2.9,0.485,0.806,0
C100292,남,44,부산,검색광고,18,Standard,19900,신용카드,0,14,1.6,44600,1284500,38,2,4.0,0.255,0.531,0
C100293,여,59,서울,검색광고,26,Standard,19900,간편결제,0,17,1.6,28500,1185600,31,2,4.2,0.164,0.531,0
C100294,남,41,경기,앱스토어,4,Premium,34900,간편결제,0,18,5.5,56200,1236400,82,2,2.8,0.062,0.824,0
C100295,남,42,부산,SNS,2,Basic,9900,간편결제,0,10,1.3,34500,89700,18,1,4.7,0.666,0.921,0
C100296,남,28,서울,지인추천,16,Premium,34900,신용카드,1,22,4.2,63100,4240300,0,3,3.6,0.057,0.887,0
C100297,여,39,경기,검색광고,7,Basic,9900,체크카드,1,0,1.6,34100,381900,38,2,4.4,0.139,0.802,0
C100298,여,36,부산,앱스토어,28,Standard,19900,신용카드,1,0,1.6,39300,1760600,49,0,4.4,0.564,0.791,0
C100299,남,51,서울,지인추천,52,Premium,34900,간편결제,1,3,5.9,31400,9633500,26,1,3.0,0.116,0.442,0
C100300,남,47,경기,제휴몰,16,Basic,9900,신용카드,1,5,2.3,25700,945800,3,1,2.6,,0.744,0
C100301,여,45,인천,SNS,2,Standard,19900,신용카드,1,20,2.6,27800,144600,0,0,4.6,0.153,,0
C100302,남,26,기타,앱스토어,5,Standard,19900,신용카드,1,9,1.5,29000,217500,4,3,2.8,0.186,0.549,0
C100303,남,37,경기,검색광고,8,Standard,19900,체크카드,1,8,2.5,29600,592000,1,4,1.4,0.352,0.784,0
C100304,여,50,서울,SNS,6,Standard,19900,신용카드,1,9,1.5,19600,176400,0,2,4.5,0.038,0.916,0
C100305,남,32,경기,앱스토어,30,Basic,9900,신용카드,1,12,3.1,11600,1078800,0,2,3.2,0.33,0.8,0
C100306,여,47,광주,지인추천,5,Premium,34900,신용카드,1,17,2.7,47400,639900,10,0,4.1,0.551,,0
C100307,여,42,서울,SNS,9,Standard,19900,체크카드,1,29,2.4,24600,531400,8,2,3.2,0.511,0.768,0
C100308,남,46,경기,SNS,44,Basic,9900,체크카드,1,10,1.4,52300,3221700,6,0,5.0,0.262,0.631,0
C100309,여,45,기타,SNS,4,Premium,34900,간편결제,1,22,6.6,36200,955700,0,2,3.1,0.373,0.794,0
C100310,여,46,경기,앱스토어,5,Standard,19900,신용카드,0,23,2.7,32000,432000,21,0,2.7,0.347,0.555,1
C100311,남,42,기타,제휴몰,37,Standard,19900,간편결제,1,14,4.8,47200,8382700,0,1,1.0,0.427,0.457,0
C100312,남,26,서울,지인추천,3,Standard,19900,간편결제,1,14,0.9,36600,98800,40,0,4.5,0.454,0.666,0
C100313,여,35,서울,검색광고,10,Basic,9900,신용카드,1,14,1.7,52000,884000,0,2,3.5,0.219,0.863,0
C100314,남,33,대전,지인추천,10,Standard,19900,간편결제,0,14,2.7,42400,1144800,51,0,4.4,0.571,0.741,0
C100315,여,39,부산,SNS,13,Premium,34900,신용카드,0,8,3.7,46600,2241500,50,4,4.7,0.326,0.573,0
C100316,여,36,경기,앱스토어,15,Premium,34900,신용카드,0,36,5.7,26900,2300000,4,5,2.5,0.195,0.563,0
C100317,여,51,경기,검색광고,19,Premium,34900,계좌이체,1,18,2.8,36500,1941800,9,0,5.0,0.375,0.7,0
C100318,남,30,경기,검색광고,5,Basic,9900,간편결제,1,10,1.7,36200,307700,0,0,,0.391,0.805,0
C100319,남,59,기타,SNS,38,Standard,19900,계좌이체,0,13,2.4,52800,4815400,11,1,4.4,0.432,0.938,0
C100320,여,57,경기,SNS,4,Standard,19900,간편결제,1,15,2.2,35200,309800,25,0,3.4,0.159,0.902,0
C100321,남,19,기타,검색광고,32,Standard,19900,체크카드,0,6,5.3,45900,7784600,48,0,4.3,0.286,0.25,0
C100322,여,37,광주,SNS,11,Basic,9900,체크카드,1,9,3.1,11500,392200,40,1,3.1,0.199,0.744,0
C100323,남,68,서울,지인추천,21,Basic,9900,신용카드,0,7,2.6,31000,1692600,26,1,4.7,0.171,0.666,0
C100324,여,55,서울,지인추천,7,Premium,34900,체크카드,1,12,2.6,35800,651600,0,4,2.0,0.187,0.86,0
C100325,남,41,대전,SNS,18,Standard,19900,체크카드,1,24,1.9,19600,670300,0,1,2.7,0.08,0.76,0
C100326,남,49,서울,검색광고,13,Premium,34900,체크카드,1,9,2.2,27600,789400,15,2,4.2,0.313,0.951,0
C100327,여,47,부산,SNS,11,Basic,9900,신용카드,0,3,1.4,20000,308000,76,3,3.2,0.327,0.881,1
C100328,남,27,경기,SNS,17,Basic,9900,간편결제,1,20,1.1,41300,772300,22,2,3.9,0.326,0.503,0
C100329,남,43,서울,SNS,14,Basic,9900,신용카드,0,27,6.3,27500,2425500,3,0,4.3,0.246,0.796,0
C100330,남,45,서울,앱스토어,20,Standard,19900,간편결제,0,15,2.7,29100,1571400,25,0,3.4,0.844,0.82,1
C100331,여,34,기타,검색광고,3,Basic,9900,계좌이체,1,14,2.4,42300,304600,0,0,3.8,0.353,0.782,0
C100332,남,30,기타,검색광고,5,Premium,34900,체크카드,0,19,3.5,45800,801500,34,0,5.0,0.596,0.957,0
C100333,여,53,경기,앱스토어,6,Standard,19900,계좌이체,1,11,1.5,52200,469800,9,2,3.9,0.154,0.884,0
C100334,남,41,대구,검색광고,16,Standard,19900,계좌이체,1,14,3.7,14500,858400,1,3,1.6,0.17,0.83,0
C100335,여,35,경기,제휴몰,16,Standard,19900,체크카드,1,10,7.2,28300,3260200,0,1,4.1,,0.528,0
C100336,여,30,서울,검색광고,1,Basic,9900,간편결제,1,15,1.5,46300,69400,61,2,1.8,0.493,0.773,1
C100337,여,56,기타,앱스토어,7,Standard,19900,계좌이체,0,13,0.9,34400,216700,20,0,2.7,0.432,0.79,0
C100338,남,29,기타,지인추천,20,Basic,9900,신용카드,0,18,5.1,28600,2917200,5,1,3.0,0.229,0.743,0
C100339,남,36,경기,지인추천,8,Basic,9900,신용카드,1,5,0.6,38100,182900,17,1,3.2,0.401,0.656,0
C100340,여,19,서울,SNS,19,Basic,9900,신용카드,0,16,3.2,44300,2693400,19,2,4.3,0.328,0.167,1
C100341,여,51,기타,지인추천,16,Standard,19900,신용카드,1,16,1.6,37300,954900,6,0,3.9,0.193,0.889,0
C100342,여,29,부산,제휴몰,42,Basic,9900,간편결제,0,24,1.2,24600,1239800,31,1,4.1,0.235,0.885,0
C100343,남,44,경기,제휴몰,20,Standard,19900,신용카드,1,15,3.7,34600,2560400,7,0,2.4,0.329,0.675,0
C100344,여,19,서울,검색광고,8,Premium,34900,신용카드,1,28,3.9,52500,1638000,0,2,3.8,0.073,0.836,0
C100345,남,51,경기,SNS,18,Standard,19900,간편결제,1,15,2.2,16800,665300,6,0,4.8,0.214,0.846,0
C100346,여,32,서울,SNS,5,Standard,19900,신용카드,1,8,1.8,55000,495000,21,1,2.9,0.202,0.429,0
C100347,여,19,대구,SNS,13,Basic,9900,간편결제,1,20,1.1,8400,120100,18,3,4.1,0.128,0.659,0
C100348,여,57,서울,앱스토어,17,Standard,19900,계좌이체,1,9,3.3,41800,2345000,5,0,3.7,0.231,0.923,0
C100349,남,33,기타,제휴몰,4,Premium,34900,간편결제,1,25,3.1,34900,432800,0,1,3.2,0.247,0.856,0
C100350,여,33,기타,SNS,13,Basic,9900,간편결제,1,18,3.0,40700,1587300,33,2,3.8,0.535,0.509,0
C100351,여,50,인천,검색광고,20,Basic,9900,간편결제,0,6,2.2,29400,1293600,23,2,3.2,0.399,0.806,0
C100352,여,25,대전,검색광고,31,Basic,9900,신용카드,1,14,1.3,37500,1511200,22,1,2.9,0.209,0.554,1
C100353,여,48,기타,SNS,16,Basic,9900,신용카드,0,21,2.6,18600,773800,27,1,3.6,0.442,0.674,0
C100354,남,19,경기,검색광고,7,Basic,9900,신용카드,0,15,1.6,32100,359500,20,2,3.4,0.176,0.64,1
C100355,여,51,경기,검색광고,7,Basic,9900,간편결제,1,9,4.1,42500,1219700,55,2,3.1,0.481,0.582,0
C100356,여,45,서울,지인추천,3,Standard,19900,신용카드,1,12,3.3,28800,285100,0,0,3.5,0.333,0.477,0
C100357,여,42,부산,제휴몰,14,Basic,9900,신용카드,0,15,2.7,53900,2037400,28,1,4.6,0.322,0.868,0
C100358,여,31,서울,SNS,14,Basic,9900,신용카드,0,5,0.6,21500,180600,30,0,3.8,0.405,0.529,0
C100359,여,38,기타,검색광고,21,Basic,9900,체크카드,1,5,1.2,38600,972700,0,2,3.9,0.361,0.891,0
C100360,여,42,경기,검색광고,18,Standard,19900,신용카드,1,11,1.5,28000,756000,16,2,3.7,0.141,0.567,0
C100361,여,47,부산,앱스토어,22,Basic,9900,신용카드,1,13,5.8,40200,5129500,10,3,2.1,0.462,0.498,1
C100362,여,42,기타,SNS,5,Basic,9900,간편결제,0,4,2.2,16800,184800,61,3,4.3,0.446,0.603,1
C100363,남,30,인천,검색광고,2,Basic,9900,간편결제,0,9,2.6,36600,190300,21,4,3.3,0.655,0.7,1
C100364,남,19,경기,앱스토어,7,Basic,9900,간편결제,0,35,3.7,38500,997200,12,1,2.2,0.25,0.67,1
C100365,여,52,경기,검색광고,15,Premium,34900,신용카드,0,16,4.9,35900,2638600,59,1,3.7,0.088,0.834,0
C100366,여,24,기타,제휴몰,19,Standard,19900,간편결제,1,32,7.8,55100,8165800,24,3,1.7,0.347,0.91,0
C100367,여,47,경기,앱스토어,13,Basic,9900,체크카드,1,0,1.3,24300,410700,41,0,2.3,0.509,0.872,1
C100368,남,52,대전,검색광고,19,Basic,9900,신용카드,0,9,1.6,29400,893800,39,2,3.9,0.345,0.826,1
C100369,여,24,인천,검색광고,26,Basic,9900,체크카드,0,0,1.1,45800,1309900,106,3,1.5,0.282,0.762,1
C100370,여,53,인천,SNS,10,Standard,19900,간편결제,0,20,6.5,46300,3009500,10,4,3.7,0.177,0.632,0
C100371,여,43,경기,앱스토어,33,Premium,34900,체크카드,1,19,3.7,48700,5946300,7,0,3.5,0.442,0.631,0
C100372,여,36,서울,SNS,12,Standard,19900,간편결제,0,16,1.5,32100,577800,32,2,3.0,,0.56,1
C100373,여,36,서울,제휴몰,25,Standard,19900,신용카드,1,17,1.1,29400,808500,31,0,3.8,0.561,0.618,0
C100374,여,36,경기,검색광고,7,Standard,19900,신용카드,1,3,2.3,44400,714800,41,2,4.5,0.5,0.888,1
C100375,남,27,대전,검색광고,9,Standard,19900,간편결제,1,12,3.3,19900,591000,14,1,3.5,0.376,0.705,0
C100376,여,44,경기,SNS,6,Premium,34900,신용카드,1,13,2.2,46700,616400,17,2,3.8,0.478,0.863,1
C100377,남,37,서울,SNS,16,Standard,19900,간편결제,0,17,1.4,34500,772800,48,1,4.3,0.323,0.758,0
C100378,여,40,경기,앱스토어,30,Basic,9900,신용카드,1,9,4.2,32400,4082400,0,5,3.6,0.222,0.628,0
C100379,여,50,경기,검색광고,22,Basic,9900,계좌이체,0,16,2.5,29100,1600500,21,0,3.2,0.533,0.693,0
C100380,여,34,서울,검색광고,17,Standard,19900,간편결제,0,12,4.4,40000,2992000,55,3,4.0,0.327,0.423,0
C100381,남,34,경기,검색광고,31,Standard,19900,신용카드,0,11,4.2,33600,4374700,26,2,3.3,,0.779,0
C100382,남,29,서울,SNS,18,Standard,19900,신용카드,0,23,4.7,5000,423000,21,1,2.0,0.305,0.294,0
C100383,여,26,서울,검색광고,8,Basic,9900,간편결제,0,13,1.2,36700,352300,20,0,3.8,0.111,0.969,1
C100384,여,30,부산,제휴몰,18,Standard,19900,신용카드,1,12,0.8,17000,244800,15,0,4.6,0.135,0.917,0
C100385,남,33,기타,검색광고,37,Standard,19900,계좌이체,1,9,0.5,15800,292300,5,1,4.8,0.064,0.588,0
C100386,남,34,경기,SNS,45,Basic,9900,신용카드,1,11,7.9,28400,10096200,0,1,4.9,0.475,0.729,0
C100387,남,30,경기,앱스토어,8,Basic,9900,체크카드,1,18,1.2,51300,492500,7,0,1.9,0.19,0.888,0
C100388,남,45,경기,SNS,11,Standard,19900,체크카드,1,17,1.6,26000,457600,23,0,5.0,0.354,0.835,0
C100389,남,32,기타,검색광고,13,Basic,9900,체크카드,0,17,1.8,41100,961700,13,1,3.0,0.167,0.542,0
C100390,여,48,부산,지인추천,37,Basic,9900,간편결제,1,1,3.2,33700,3990100,55,0,3.9,0.408,0.553,0
C100391,남,38,대전,검색광고,24,Basic,9900,간편결제,1,14,3.0,34700,2498400,0,2,5.0,0.284,0.768,0
C100392,여,36,경기,지인추천,40,Standard,19900,신용카드,0,28,5.2,26600,5532800,10,1,2.7,0.216,0.588,0
C100393,남,51,광주,지인추천,25,Standard,19900,간편결제,1,9,1.6,39800,1592000,8,1,5.0,0.575,0.819,0
C100394,남,36,서울,앱스토어,24,Standard,19900,신용카드,1,8,5.5,26400,3484800,0,2,3.1,0.222,0.713,0
C100395,여,37,대구,지인추천,22,Standard,19900,간편결제,1,15,2.8,40000,2464000,0,3,3.5,0.108,0.781,0
C100396,여,35,서울,지인추천,24,Basic,9900,간편결제,1,11,2.0,28900,1387200,3,2,3.5,0.389,0.872,0
C100397,여,33,대전,제휴몰,72,Standard,19900,신용카드,1,18,5.7,37100,15225800,0,3,3.4,0.053,0.662,0
C100398,남,46,대구,앱스토어,24,Basic,9900,신용카드,1,10,2.2,25400,1341100,27,0,2.8,0.349,0.831,0
C100399,여,56,서울,검색광고,11,Standard,19900,체크카드,0,15,6.5,8100,579200,4,0,2.2,0.276,0.96,1
C100400,여,45,경기,제휴몰,6,Standard,19900,계좌이체,0,24,3.2,17000,326400,19,1,2.8,0.404,0.656,1
C100401,남,39,서울,검색광고,13,Premium,34900,간편결제,1,12,2.2,21900,626300,56,0,3.5,0.683,0.786,1
C100402,여,57,부산,앱스토어,5,Standard,19900,체크카드,1,30,4.2,26300,552300,10,2,3.6,0.289,0.825,0
C100403,남,42,기타,검색광고,17,Basic,9900,체크카드,1,14,1.0,44600,758200,5,0,3.4,0.697,0.618,1
C100404,여,37,경기,지인추천,18,Standard,19900,신용카드,1,18,3.6,28100,1820900,17,0,4.5,0.399,0.724,0
C100405,남,22,경기,SNS,8,Premium,34900,신용카드,0,14,3.0,29000,696000,14,1,4.8,0.231,0.783,0
C100406,여,49,경기,검색광고,29,Premium,34900,간편결제,1,24,7.7,18100,4041700,0,1,3.6,0.498,0.831,0
C100407,여,38,대구,앱스토어,31,Standard,19900,간편결제,1,9,3.6,41500,4631400,5,1,3.6,0.186,0.685,0
C100408,여,48,기타,SNS,14,Standard,19900,간편결제,1,19,1.6,43100,965400,14,1,4.3,0.209,0.811,0
C100409,여,40,부산,검색광고,2,Premium,34900,간편결제,1,14,8.2,60100,985600,0,0,4.7,0.192,0.794,0
C100410,여,38,경기,제휴몰,7,Basic,9900,간편결제,0,8,6.8,24100,1147200,7,2,3.1,0.382,0.529,0
C100411,여,27,서울,검색광고,14,Premium,34900,신용카드,1,24,3.5,53600,2626400,0,2,2.8,0.025,0.709,0
C100412,여,24,부산,SNS,25,Basic,9900,신용카드,1,10,1.5,40700,1526200,27,2,4.0,0.458,0.925,0
C100413,여,38,서울,앱스토어,20,Basic,9900,간편결제,0,4,3.1,24200,1500400,45,1,3.8,0.556,0.396,1
C100414,여,29,기타,제휴몰,17,Premium,34900,간편결제,1,6,3.1,27400,1444000,0,2,2.8,0.358,0.738,0
C100415,여,19,경기,검색광고,26,Premium,34900,체크카드,1,26,7.0,51900,9445800,13,1,2.7,0.184,0.927,0
C100416,남,20,기타,SNS,24,Standard,19900,신용카드,1,16,3.5,41700,3502800,0,1,3.3,0.6,0.652,0
C100417,여,42,서울,지인추천,28,Basic,9900,신용카드,0,6,5.1,42500,6069000,14,1,3.6,0.324,0.917,0
C100418,남,48,경기,SNS,4,Standard,19900,체크카드,1,20,4.5,13700,246600,0,0,3.6,0.339,0.557,0
C100419,남,59,서울,SNS,6,Basic,9900,신용카드,0,14,8.0,18900,907200,1,2,3.6,0.266,0.707,0
C100420,남,26,인천,앱스토어,37,Basic,9900,신용카드,0,7,4.0,38000,5624000,41,0,2.8,0.085,0.399,0
C100421,여,24,서울,SNS,16,Basic,9900,체크카드,1,15,2.7,26400,1140500,3,1,2.2,0.306,0.841,0
C100422,남,51,기타,SNS,17,Premium,34900,신용카드,0,14,4.7,29400,2349100,53,1,1.0,0.409,0.602,1
C100423,남,34,기타,지인추천,29,Basic,9900,신용카드,1,8,1.8,53300,2782300,0,1,4.4,0.498,0.863,0
C100424,남,37,서울,지인추천,6,Standard,19900,체크카드,1,11,0.6,25400,91400,81,2,3.7,0.515,0.618,1
C100425,남,20,경기,지인추천,14,Premium,34900,간편결제,1,13,4.5,59900,3773700,0,1,4.0,0.39,0.877,0
C100426,남,31,대구,앱스토어,4,Basic,9900,계좌이체,1,1,1.7,9900,67300,35,1,,0.388,0.677,0
