고객ID,Recency,Frequency,Monetary,R점수,F점수,M점수,RFM합계,군집,이탈여부,세그먼트
C100398,27,52.8,1341100,2,4,3,9,0,0,휴면/이탈위험
C100399,4,71.5,579200,4,4,2,10,0,1,휴면/이탈위험
C100400,19,19.2,326400,3,2,1,6,0,1,휴면/이탈위험
C100401,56,28.6,626300,1,3,2,6,2,1,일반 유지고객
C100402,10,21.0,552300,4,2,2,8,0,0,휴면/이탈위험
C100403,5,17.0,758200,4,2,2,8,0,1,휴면/이탈위험
C100404,17,64.8,1820900,3,4,4,11,3,0,성장 잠재고객
C100405,14,24.0,696000,3,2,2,7,0,0,휴면/이탈위험
C100406,0,223.3,4041700,5,5,5,15,1,0,VIP 충성고객
C100407,5,111.6,4631400,4,5,5,14,3,0,성장 잠재고객
C100408,14,22.4,965400,3,2,3,8,0,0,휴면/이탈위험
C100409,0,16.4,985600,5,2,3,10,0,0,휴면/이탈위험
C100410,7,47.6,1147200,4,4,3,11,0,0,휴면/이탈위험
C100411,0,49.0,2626400,5,4,5,14,3,0,성장 잠재고객
C100412,27,37.5,1526200,2,3,4,9,0,0,휴면/이탈위험
C100413,45,62.0,1500400,1,4,4,9,2,1,일반 유지고객
C100414,0,52.7,1444000,5,4,4,13,0,0,휴면/이탈위험
C100415,13,182.0,9445800,3,5,5,13,1,0,VIP 충성고객
C100416,0,84.0,3502800,5,5,5,15,3,0,성장 잠재고객
C100417,14,142.8,6069000,3,5,5,13,1,0,VIP 충성고객
C100418,0,18.0,246600,5,2,1,8,0,0,휴면/이탈위험
C100419,1,48.0,907200,5,4,3,12,0,0,휴면/이탈위험
C100420,41,148.0,5624000,1,5,5,11,1,0,VIP 충성고객
C100421,3,43.2,1140500,4,3,3,10,0,0,휴면/이탈위험
C100422,53,79.9,2349100,1,5,4,10,2,1,일반 유지고객
C100423,0,52.2,2782300,5,4,5,14,3,0,성장 잠재고객
C100424,81,3.6,91400,1,1,1,3,2,1,일반 유지고객
C100425,0,63.0,3773700,5,4,5,14,3,0,성장 잠재고객
C100426,35,6.8,67300,2,1,1,4,0,0,휴면/이탈위험
C100427,16,86.1,2230000,3,5,4,12,3,0,성장 잠재고객
C100428,0,16.0,376000,5,2,1,8,0,0,휴면/이탈위험
C100429,0,10.5,269800,5,1,1,7,0,0,휴면/이탈위험
C100430,4,35.7,539100,4,3,2,9,0,0,휴면/이탈위험
C100431,25,66.6,3469900,2,4,5,11,3,1,성장 잠재고객
C100432,19,130.0,1924000,3,5,4,12,3,0,성장 잠재고객
C100433,11,8.0,238400,4,1,1,6,0,0,휴면/이탈위험
C100434,26,22.4,766100,2,2,2,6,0,0,휴면/이탈위험
C100435,11,62.0,1841400,4,4,4,12,0,0,휴면/이탈위험
C100436,15,28.5,324900,3,3,1,7,0,0,휴면/이탈위험
C100437,17,6.8,366500,3,1,1,5,0,0,휴면/이탈위험
C100438,21,21.0,1014300,3,2,3,8,0,0,휴면/이탈위험
C100439,0,67.5,2004800,5,4,4,13,3,0,성장 잠재고객
C100440,1,17.6,88000,5,2,1,8,0,0,휴면/이탈위험
C100441,1,11.7,509000,5,1,2,8,0,0,휴면/이탈위험
C100442,15,207.2,9303300,3,5,5,13,1,0,VIP 충성고객
C100443,61,192.0,6470400,1,5,5,11,1,1,VIP 충성고객
C100444,21,3.6,107300,3,1,1,5,0,0,휴면/이탈위험
C100445,0,81.6,1844200,5,5,4,14,3,0,성장 잠재고객
C100446,53,33.6,1505300,1,3,4,8,2,0,일반 유지고객
C100447,7,60.2,2058800,4,4,4,12,3,0,성장 잠재고객
C100448,0,12.1,372700,5,1,1,7,0,0,휴면/이탈위험
C100449,32,86.4,3309100,2,5,5,12,3,0,성장 잠재고객
C100450,0,36.8,1416800,5,3,4,12,0,0,휴면/이탈위험
C100451,12,19.6,615400,3,2,2,7,0,1,휴면/이탈위험
C100452,7,100.7,4380400,4,5,5,14,3,0,성장 잠재고객
C100453,26,24.8,659700,2,2,2,6,0,0,휴면/이탈위험
C100454,32,40.8,1489200,2,3,4,9,0,0,휴면/이탈위험
C100455,0,41.0,803600,5,3,2,10,0,0,휴면/이탈위험
C100456,44,16.2,586400,1,2,2,5,2,1,일반 유지고객
C100457,3,78.0,4687800,4,5,5,14,3,0,성장 잠재고객
C100458,49,15.6,489800,1,2,2,5,2,0,일반 유지고객
C100459,24,13.2,609800,2,1,2,5,0,0,휴면/이탈위험
C100460,0,52.8,1562900,5,4,4,13,0,0,휴면/이탈위험
C100461,32,70.4,3055400,2,4,5,11,3,0,성장 잠재고객
C100462,2,40.3,1551600,4,3,4,11,0,0,휴면/이탈위험
C100463,0,15.3,442200,5,2,2,9,0,0,휴면/이탈위험
C100464,0,64.0,2502400,5,4,4,13,3,0,성장 잠재고객
C100465,12,16.8,393100,3,2,1,6,0,0,휴면/이탈위험
C100466,64,78.2,3503400,1,5,5,11,2,0,일반 유지고객
C100467,24,31.2,1151300,2,3,3,8,0,0,휴면/이탈위험
C100468,8,86.1,2057800,4,5,4,13,3,0,성장 잠재고객
C100469,0,25.2,1166800,5,2,3,10,0,0,휴면/이탈위험
C100470,108,24.8,451400,1,2,2,5,2,1,일반 유지고객
C100471,13,16.2,291600,3,2,1,6,0,0,휴면/이탈위험
C100472,0,45.1,2133200,5,4,4,13,0,0,휴면/이탈위험
C100473,13,25.2,761000,3,2,2,7,0,0,휴면/이탈위험
C100474,58,79.8,2050900,1,5,4,10,2,0,일반 유지고객
C100475,48,37.5,1653800,1,3,4,8,2,1,일반 유지고객
C100476,0,69.7,2216500,5,4,4,13,3,0,성장 잠재고객
C100477,14,20.3,726700,3,2,2,7,0,0,휴면/이탈위험
C100478,0,103.6,4361600,5,5,5,15,3,0,성장 잠재고객
C100479,2,26.0,993200,4,2,3,9,0,0,휴면/이탈위험
C100480,19,97.6,5289900,3,5,5,13,3,0,성장 잠재고객
C100481,23,33.0,795300,2,3,2,7,0,0,휴면/이탈위험
C100482,0,13.8,334000,5,1,1,7,0,0,휴면/이탈위험
C100483,20,62.7,3210200,3,4,5,12,3,0,성장 잠재고객
C100484,0,26.6,1042700,5,2,3,10,0,0,휴면/이탈위험
C100485,5,42.4,1450100,4,3,4,11,0,0,휴면/이탈위험
C100486,0,130.2,2604000,5,5,5,15,3,0,성장 잠재고객
C100487,0,118.8,2328500,5,5,4,14,3,0,성장 잠재고객
C100488,37,204.0,10159200,2,5,5,12,1,1,VIP 충성고객
C100489,24,33.5,1115600,2,3,3,8,0,0,휴면/이탈위험
C100490,19,33.8,1683200,3,3,4,10,0,0,휴면/이탈위험
C100491,3,34.5,1452400,4,3,4,11,0,0,휴면/이탈위험
C100492,34,17.5,635200,2,2,2,6,0,1,휴면/이탈위험
C100493,0,166.4,965100,5,5,3,13,3,0,성장 잠재고객
C100494,0,68.4,1956200,5,4,4,13,3,0,성장 잠재고객
C100495,25,4.5,113000,2,1,1,4,0,0,휴면/이탈위험
C100496,1,27.5,786500,5,3,2,10,0,0,휴면/이탈위험
C100497,65,7.5,333000,1,1,1,3,2,0,일반 유지고객
C100498,10,44.2,1418800,4,3,4,11,0,0,휴면/이탈위험
C100499,18,17.6,788500,3,2,2,7,0,1,휴면/이탈위험
C100500,0,51.3,2175100,5,4,4,13,0,0,휴면/이탈위험
C100501,19,59.8,2015300,3,4,4,11,3,0,성장 잠재고객
C100502,30,28.5,373400,2,3,1,6,0,0,휴면/이탈위험
C100503,41,19.5,729300,1,2,2,5,2,0,일반 유지고객
C100504,0,14.4,394600,5,1,1,7,0,0,휴면/이탈위험
C100505,11,66.0,1491600,4,4,4,12,0,0,휴면/이탈위험
C100506,0,11.0,532400,5,1,2,8,0,0,휴면/이탈위험
C100507,35,2.4,73900,2,1,1,4,0,1,휴면/이탈위험
C100508,13,4.2,158300,3,1,1,5,0,0,휴면/이탈위험
C100509,34,51.3,2831800,2,4,5,11,3,1,성장 잠재고객
C100510,31,32.0,1091200,2,3,3,8,0,0,휴면/이탈위험
C100511,19,21.7,698700,3,2,2,7,0,0,휴면/이탈위험
C100512,5,14.1,345400,4,1,1,6,0,0,휴면/이탈위험
C100513,12,52.0,1528800,3,4,4,11,0,0,휴면/이탈위험
C100514,4,35.0,2219000,4,3,4,11,0,0,휴면/이탈위험
C100515,0,64.5,1315800,5,4,3,12,0,0,휴면/이탈위험
C100516,0,138.6,3506600,5,5,5,15,3,0,성장 잠재고객
C100517,2,4.0,76800,4,1,1,6,0,0,휴면/이탈위험
C100518,3,103.4,4549600,4,5,5,14,3,0,성장 잠재고객
C100519,24,82.0,3452200,2,5,5,12,3,0,성장 잠재고객
C100520,4,83.2,2712300,4,5,5,14,3,0,성장 잠재고객
C100521,35,4.2,128900,2,1,1,4,0,0,휴면/이탈위험
C100522,30,13.8,469200,2,1,2,5,0,0,휴면/이탈위험
C100523,4,23.0,292100,4,2,1,7,0,0,휴면/이탈위험
C100524,7,24.0,681600,4,2,2,8,0,0,휴면/이탈위험
C100525,1,27.0,1271700,5,2,3,10,0,1,휴면/이탈위험
C100526,40,43.4,1432200,1,3,4,8,2,0,일반 유지고객
C100527,8,38.5,192500,4,3,1,8,0,0,휴면/이탈위험
C100528,3,25.8,820400,4,2,3,9,0,0,휴면/이탈위험
C100529,27,32.3,1011000,2,3,3,8,0,0,휴면/이탈위험
C100530,10,201.5,6508400,4,5,5,14,1,0,VIP 충성고객
C100531,33,140.8,3928300,2,5,5,12,3,0,성장 잠재고객
C100532,0,31.6,2000300,5,3,4,12,0,0,휴면/이탈위험
C100533,40,8.0,286400,1,1,1,3,2,0,일반 유지고객
C100534,38,13.0,262600,2,1,1,4,2,0,일반 유지고객
C100535,68,6.6,331300,1,1,1,3,2,1,일반 유지고객
C100536,4,5.6,133300,4,1,1,6,0,0,휴면/이탈위험
C100537,1,5.2,211600,5,1,1,7,0,0,휴면/이탈위험
C100538,0,47.3,1858900,5,4,4,13,0,0,휴면/이탈위험
C100539,12,57.6,1716500,3,4,4,11,0,0,휴면/이탈위험
C100540,5,48.1,2650300,4,4,5,13,3,0,성장 잠재고객
C100541,25,45.9,1615700,2,4,4,10,0,1,휴면/이탈위험
C100542,35,11.4,416100,2,1,2,5,0,0,휴면/이탈위험
C100543,0,25.2,335200,5,2,1,8,0,0,휴면/이탈위험
C100544,64,21.0,554400,1,2,2,5,2,0,일반 유지고객
C100545,35,92.4,1690900,2,5,4,11,3,0,성장 잠재고객
C100546,3,100.8,1643000,4,5,4,13,3,0,성장 잠재고객
C100547,17,19.2,902400,3,2,3,8,0,0,휴면/이탈위험
C100548,17,18.9,697400,3,2,2,7,0,0,휴면/이탈위험
C100549,11,7.2,157000,4,1,1,6,0,0,휴면/이탈위험
C100550,0,68.8,1444800,5,4,4,13,0,0,휴면/이탈위험
C100551,0,40.6,1733600,5,3,4,12,0,0,휴면/이탈위험
C100552,41,10.2,328400,1,1,1,3,2,1,일반 유지고객
C100553,1,11.4,442300,5,1,2,8,0,0,휴면/이탈위험
C100554,20,18.0,736200,3,2,2,7,0,1,휴면/이탈위험
C100555,1,18.5,580900,5,2,2,9,0,0,휴면/이탈위험
C100556,28,28.0,837200,2,3,3,8,0,0,휴면/이탈위험
C100557,32,15.6,628700,2,2,2,6,0,1,휴면/이탈위험
C100558,1,18.6,548700,5,2,2,9,0,0,휴면/이탈위험
C100559,64,13.0,91000,1,1,1,3,2,0,일반 유지고객
C100560,3,1.7,40500,4,1,1,6,0,0,휴면/이탈위험
C100561,14,25.6,826900,3,2,3,8,0,0,휴면/이탈위험
C100562,51,10.2,230500,1,1,1,3,2,1,일반 유지고객
C100563,81,14.0,575400,1,1,2,4,2,1,일반 유지고객
C100564,29,28.0,851200,2,3,3,8,0,0,휴면/이탈위험
C100565,22,56.0,1036000,2,4,3,9,0,0,휴면/이탈위험
C100566,43,54.6,1758100,1,4,4,9,2,0,일반 유지고객
C100567,27,35.2,1084200,2,3,3,8,0,0,휴면/이탈위험
C100568,0,67.2,2627500,5,4,5,14,3,0,성장 잠재고객
C100569,108,63.0,2349900,1,4,4,9,2,0,일반 유지고객
C100570,0,10.2,391700,5,1,1,7,0,0,휴면/이탈위험
C100571,0,13.0,395200,5,1,1,7,0,0,휴면/이탈위험
C100572,11,44.2,1953600,4,3,4,11,0,0,휴면/이탈위험
C100573,0,29.7,1211800,5,3,3,11,0,0,휴면/이탈위험
C100574,0,92.8,2802600,5,5,5,15,3,0,성장 잠재고객
C100575,13,16.1,363900,3,2,1,6,0,0,휴면/이탈위험
C100576,63,8.0,241600,1,1,1,3,2,1,일반 유지고객
C100577,10,20.3,410100,4,2,1,7,0,0,휴면/이탈위험
C100578,34,23.8,1268500,2,2,3,7,0,0,휴면/이탈위험
C100579,32,14.7,273400,2,2,1,5,0,1,휴면/이탈위험
C100580,40,15.0,537000,1,2,2,5,2,1,일반 유지고객
C100581,58,51.8,1921800,1,4,4,9,2,0,일반 유지고객
C100582,0,56.7,1763400,5,4,4,13,0,0,휴면/이탈위험
C100583,17,112.2,1952300,3,5,4,12,3,0,성장 잠재고객
C100584,74,41.4,625100,1,3,2,6,2,0,일반 유지고객
C100585,3,269.1,3336800,4,5,5,14,1,0,VIP 충성고객
C100586,28,31.9,1237700,2,3,3,8,0,0,휴면/이탈위험
C100587,3,18.0,419400,4,2,2,8,0,0,휴면/이탈위험
C100588,0,64.6,2629200,5,4,5,14,3,0,성장 잠재고객
C100589,0,58.8,2410800,5,4,4,13,3,0,성장 잠재고객
C100590,6,108.8,5037400,4,5,5,14,3,0,성장 잠재고객
C100591,73,345.1,16840900,1,5,5,11,1,0,VIP 충성고객
C100592,67,30.0,930000,1,3,3,7,2,1,일반 유지고객
C100593,9,11.9,421300,4,1,2,7,0,0,휴면/이탈위험
C100594,0,55.1,1768700,5,4,4,13,0,0,휴면/이탈위험
C100595,0,94.4,3143500,5,5,5,15,3,0,성장 잠재고객
C100596,2,10.8,420100,4,1,2,7,0,0,휴면/이탈위험
C100597,54,171.6,6846800,1,5,5,11,1,1,VIP 충성고객
C100598,7,55.8,2416100,4,4,4,12,3,0,성장 잠재고객
C100599,19,17.6,181300,3,2,1,6,0,0,휴면/이탈위험
C100600,5,27.0,958500,4,2,3,9,0,1,휴면/이탈위험
C100601,48,73.1,1367000,1,4,3,8,2,0,일반 유지고객
C100602,7,165.0,3894000,4,5,5,14,3,0,성장 잠재고객
C100603,55,17.6,491000,1,2,2,5,2,1,일반 유지고객
C100604,21,16.2,427700,3,2,2,7,0,0,휴면/이탈위험
C100605,0,127.1,3965500,5,5,5,15,3,0,성장 잠재고객
C100606,35,15.2,366300,2,2,1,5,0,0,휴면/이탈위험
C100607,0,49.4,1106600,5,4,3,12,0,0,휴면/이탈위험
C100608,1,86.4,1892200,5,5,4,14,3,0,성장 잠재고객
C100609,33,72.2,3097400,2,4,5,11,3,0,성장 잠재고객
C100610,11,40.6,2277700,4,3,4,11,0,0,휴면/이탈위험
C100611,26,57.4,1819600,2,4,4,10,0,0,휴면/이탈위험
C100612,40,17.0,175100,1,2,1,4,2,0,일반 유지고객
C100613,0,85.8,3123100,5,5,5,15,3,0,성장 잠재고객
C100614,24,46.5,1497300,2,4,4,10,0,0,휴면/이탈위험
C100615,42,7.8,357200,1,1,1,3,2,0,일반 유지고객
C100616,20,27.3,507800,3,3,2,8,0,0,휴면/이탈위험
C100617,0,29.5,1159400,5,3,3,11,0,0,휴면/이탈위험
C100618,19,63.7,847200,3,4,3,10,0,0,휴면/이탈위험
C100619,33,74.8,2670400,2,4,5,11,3,0,성장 잠재고객
C100620,57,4.4,149600,1,1,1,3,2,0,일반 유지고객
C100621,8,6.3,208500,4,1,1,6,0,0,휴면/이탈위험
C100622,2,36.8,1483000,4,3,4,11,0,0,휴면/이탈위험
C100623,0,110.5,2221000,5,5,4,14,3,0,성장 잠재고객
C100624,26,4.0,142400,2,1,1,4,0,0,휴면/이탈위험
C100625,0,3.9,138100,5,1,1,7,0,0,휴면/이탈위험
C100626,14,33.8,1754200,3,3,4,10,0,0,휴면/이탈위험
C100627,6,30.6,758900,4,3,2,9,0,1,휴면/이탈위험
C100628,59,4.0,73600,1,1,1,3,2,1,일반 유지고객
C100629,40,16.8,367900,1,2,1,4,2,0,일반 유지고객
C100630,14,99.0,4474800,3,5,5,13,3,0,성장 잠재고객
C100631,7,13.0,639600,4,1,2,7,0,1,휴면/이탈위험
C100632,18,16.0,432000,3,2,2,7,0,0,휴면/이탈위험
C100633,3,25.9,903900,4,2,3,9,0,0,휴면/이탈위험
C100634,0,14.4,450700,5,1,2,8,0,0,휴면/이탈위험
C100635,43,13.8,378100,1,1,1,3,2,1,일반 유지고객
C100636,0,78.4,4719700,5,5,5,15,3,0,성장 잠재고객
C100637,9,156.6,5418400,4,5,5,14,1,0,VIP 충성고객
C100638,113,34.3,771800,1,3,2,6,2,1,일반 유지고객
C100639,40,81.2,4035600,1,5,5,11,3,0,성장 잠재고객
C100640,60,33.6,678700,1,3,2,6,2,1,일반 유지고객
C100641,14,44.8,1671000,3,4,4,11,0,0,휴면/이탈위험
C100642,59,49.4,2415700,1,4,4,9,2,0,일반 유지고객
C100643,11,50.4,2177300,4,4,4,12,0,0,휴면/이탈위험
C100644,14,9.2,217100,3,1,1,5,0,0,휴면/이탈위험
C100645,19,29.7,1155300,3,3,3,9,0,0,휴면/이탈위험
C100646,18,32.4,1231200,3,3,3,9,0,0,휴면/이탈위험
C100647,15,70.4,4125400,3,4,5,12,3,0,성장 잠재고객
C100648,14,12.6,583400,3,1,2,6,0,0,휴면/이탈위험
C100649,39,53.2,1117200,1,4,3,8,2,0,일반 유지고객
C100650,29,58.8,958400,2,4,3,9,0,0,휴면/이탈위험
C100651,0,75.2,3053100,5,5,5,15,3,0,성장 잠재고객
C100652,120,150.5,2934800,1,5,5,11,2,1,일반 유지고객
C100653,11,10.0,342000,4,1,1,6,0,1,휴면/이탈위험
C100654,5,18.0,561600,4,2,2,8,0,0,휴면/이탈위험
C100655,0,97.2,4733600,5,5,5,15,3,0,성장 잠재고객
C100656,33,9.6,347500,2,1,1,4,0,0,휴면/이탈위험
C100657,20,41.6,1185600,3,3,3,9,0,0,휴면/이탈위험
C100658,36,38.0,1250200,2,3,3,8,2,0,일반 유지고객
C100659,75,25.0,950000,1,2,3,6,2,1,일반 유지고객
C100660,6,114.4,3592200,4,5,5,14,3,0,성장 잠재고객
C100661,0,77.5,2456800,5,5,4,14,3,0,성장 잠재고객
C100662,63,72.8,1900100,1,4,4,9,2,0,일반 유지고객
C100663,56,5.7,157300,1,1,1,3,2,0,일반 유지고객
C100664,0,71.5,3439200,5,4,5,14,3,1,성장 잠재고객
C100665,74,6.0,183000,1,1,1,3,2,1,일반 유지고객
C100666,3,117.6,6268100,4,5,5,14,3,0,성장 잠재고객
C100667,53,2.7,74500,1,1,1,3,2,1,일반 유지고객
C100668,30,15.0,505500,2,2,2,6,0,0,휴면/이탈위험
C100669,25,86.1,4098400,2,5,5,12,3,0,성장 잠재고객
C100670,12,46.9,234500,3,4,1,8,0,0,휴면/이탈위험
C100671,35,18.0,570600,2,2,2,6,0,0,휴면/이탈위험
C100672,21,27.9,527300,3,3,2,8,0,0,휴면/이탈위험
C100673,69,66.7,2641300,1,4,5,10,2,1,일반 유지고객
C100674,70,11.2,467000,1,1,2,4,2,0,일반 유지고객
C100675,37,9.9,269300,2,1,1,4,2,0,일반 유지고객
C100676,0,27.6,1192300,5,3,3,11,0,0,휴면/이탈위험
C100677,20,27.0,1069200,3,2,3,8,0,0,휴면/이탈위험
C100678,0,20.0,282000,5,2,1,8,0,0,휴면/이탈위험
C100679,5,16.5,821700,4,2,3,9,0,0,휴면/이탈위험
C100680,53,12.0,858000,1,1,3,5,2,0,일반 유지고객
C100681,7,16.5,471900,4,2,2,8,0,0,휴면/이탈위험
C100682,9,14.3,602000,4,1,2,7,0,0,휴면/이탈위험
C100683,123,20.4,410000,1,2,1,4,2,1,일반 유지고객
C100684,19,54.0,1431000,3,4,4,11,0,0,휴면/이탈위험
C100685,13,24.0,357600,3,2,1,6,0,0,휴면/이탈위험
C100686,90,74.0,3811000,1,4,5,10,2,1,일반 유지고객
C100687,0,18.0,871200,5,2,3,10,0,0,휴면/이탈위험
C100688,15,117.8,2780100,3,5,5,13,3,1,성장 잠재고객
C100689,11,182.4,4851800,4,5,5,14,1,0,VIP 충성고객
C100690,19,13.5,260600,3,1,1,5,0,0,휴면/이탈위험
C100691,18,8.8,353800,3,1,1,5,0,0,휴면/이탈위험
C100692,0,142.6,4406300,5,5,5,15,3,0,성장 잠재고객
C100693,0,81.6,2023700,5,5,4,14,3,0,성장 잠재고객
C100694,2,89.1,3243200,4,5,5,14,3,0,성장 잠재고객
C100695,17,28.0,798000,3,3,2,8,0,0,휴면/이탈위험
C100696,8,35.2,176000,4,3,1,8,0,0,휴면/이탈위험
C100697,16,14.7,226400,3,2,1,6,0,0,휴면/이탈위험
C100698,0,7.2,240500,5,1,1,7,0,0,휴면/이탈위험
C100699,0,18.0,399600,5,2,1,8,0,0,휴면/이탈위험
C100700,2,94.6,3301500,4,5,5,14,3,0,성장 잠재고객
C100701,41,50.4,2565400,1,4,5,10,2,0,일반 유지고객
C100702,88,5.7,315200,1,1,1,3,2,1,일반 유지고객
C100703,77,20.8,104000,1,2,1,4,2,0,일반 유지고객
C100704,78,28.0,980000,1,3,3,7,2,1,일반 유지고객
C100705,34,204.0,7201200,2,5,5,12,1,0,VIP 충성고객
C100706,14,16.8,613200,3,2,2,7,0,0,휴면/이탈위험
C100707,0,40.8,2354200,5,3,4,12,0,0,휴면/이탈위험
C100708,21,110.4,2616500,3,5,5,13,3,0,성장 잠재고객
C100709,21,9.0,275400,3,1,1,5,0,0,휴면/이탈위험
C100710,3,25.0,1132500,4,2,3,9,0,0,휴면/이탈위험
C100711,0,47.4,2417400,5,4,4,13,0,0,휴면/이탈위험
C100712,0,71.5,2445300,5,4,4,13,3,0,성장 잠재고객
C100713,0,36.8,2531800,5,3,4,12,0,0,휴면/이탈위험
C100714,0,111.3,3639500,5,5,5,15,3,0,성장 잠재고객
C100715,0,61.1,1869700,5,4,4,13,0,0,휴면/이탈위험
C100716,0,34.5,1538700,5,3,4,12,0,0,휴면/이탈위험
C100717,25,80.6,2401900,2,5,4,11,3,1,성장 잠재고객
C100718,0,81.9,2145800,5,5,4,14,3,0,성장 잠재고객
C100719,0,59.8,1076400,5,4,3,12,0,0,휴면/이탈위험
C100720,0,18.4,458200,5,2,2,9,0,1,휴면/이탈위험
C100721,4,19.8,495000,4,2,2,8,0,0,휴면/이탈위험
C100722,36,59.8,2170700,2,4,4,10,2,0,일반 유지고객
C100723,19,70.4,3794600,3,4,5,12,3,1,성장 잠재고객
C100724,36,27.9,1116000,2,3,3,8,2,0,일반 유지고객
C100725,26,36.4,1237600,2,3,3,8,0,1,휴면/이탈위험
C100726,8,1.2,54200,4,1,1,6,0,0,휴면/이탈위험
C100727,61,19.0,613700,1,2,2,5,2,0,일반 유지고객
C100728,33,28.7,1736300,2,3,4,9,0,0,휴면/이탈위험
C100729,22,14.0,432600,2,1,2,5,0,1,휴면/이탈위험
C100730,40,22.4,513000,1,2,2,5,2,0,일반 유지고객
C100731,14,216.0,4946400,3,5,5,13,1,1,VIP 충성고객
C100732,0,17.0,960500,5,2,3,10,0,0,휴면/이탈위험
C100733,10,40.2,1676300,4,3,4,11,0,0,휴면/이탈위험
C100734,91,25.6,924200,1,2,3,6,2,1,일반 유지고객
C100735,16,16.0,400000,3,2,1,6,0,0,휴면/이탈위험
C100736,36,46.8,1413400,2,4,3,9,2,0,일반 유지고객
C100737,8,81.7,2075200,4,5,4,13,3,0,성장 잠재고객
C100738,0,33.0,1623600,5,3,4,12,0,0,휴면/이탈위험
C100739,26,16.8,470400,2,2,2,6,0,0,휴면/이탈위험
C100740,3,139.2,3354700,4,5,5,14,3,0,성장 잠재고객
C100741,0,35.0,1064000,5,3,3,11,0,0,휴면/이탈위험
C100742,13,68.2,3137200,3,4,5,12,3,0,성장 잠재고객
C100743,107,20.0,870000,1,2,3,6,2,1,일반 유지고객
C100744,0,48.0,1598400,5,4,4,13,0,0,휴면/이탈위험
C100745,21,23.1,492000,3,2,2,7,0,0,휴면/이탈위험
C100746,0,9.5,385700,5,1,1,7,0,1,휴면/이탈위험
C100747,25,351.0,8529300,2,5,5,12,1,0,VIP 충성고객
C100748,10,15.6,413400,4,2,2,8,0,0,휴면/이탈위험
C100749,26,40.0,200000,2,3,1,6,0,0,휴면/이탈위험
C100750,16,10.0,271000,3,1,1,5,0,1,휴면/이탈위험
C100751,24,105.3,6023200,2,5,5,12,3,0,성장 잠재고객
C100752,19,50.4,1819400,3,4,4,11,0,1,휴면/이탈위험
C100753,0,71.4,1135300,5,4,3,12,0,0,휴면/이탈위험
C100754,15,99.0,3524400,3,5,5,13,3,0,성장 잠재고객
C100755,23,8.5,321300,2,1,1,4,0,0,휴면/이탈위험
C100756,33,40.0,1992000,2,3,4,9,0,1,휴면/이탈위험
C100757,0,25.6,1049600,5,2,3,10,0,0,휴면/이탈위험
C100758,9,32.9,1668000,4,3,4,11,0,0,휴면/이탈위험
C100759,4,100.8,6138700,4,5,5,14,3,0,성장 잠재고객
C100760,0,178.2,5417300,5,5,5,15,1,0,VIP 충성고객
C100761,5,15.0,412500,4,2,2,8,0,0,휴면/이탈위험
C100762,0,55.0,1573000,5,4,4,13,0,0,휴면/이탈위험
C100763,2,19.2,793000,4,2,2,8,0,0,휴면/이탈위험
C100764,7,36.0,1447200,4,3,4,11,0,0,휴면/이탈위험
C100765,94,105.6,3706600,1,5,5,11,2,0,일반 유지고객
C100766,16,46.2,1898800,3,4,4,11,0,0,휴면/이탈위험
C100767,2,35.2,1203800,4,3,3,10,0,0,휴면/이탈위험
C100768,12,25.0,1455000,3,2,4,9,0,0,휴면/이탈위험
C100769,36,20.3,568400,2,2,2,6,2,0,일반 유지고객
C100770,15,4.5,208800,3,1,1,5,0,0,휴면/이탈위험
C100771,25,45.0,1480500,2,4,4,10,0,1,휴면/이탈위험
C100772,23,88.8,5052700,2,5,5,12,3,0,성장 잠재고객
C100773,88,19.5,197000,1,2,1,4,2,1,일반 유지고객
C100774,7,38.4,1178900,4,3,3,10,0,0,휴면/이탈위험
C100775,1,34.5,583000,5,3,2,10,0,1,휴면/이탈위험
C100776,10,53.2,1133200,4,4,3,11,0,0,휴면/이탈위험
C100777,3,37.4,908800,4,3,3,10,0,1,휴면/이탈위험
C100778,26,37.4,1907400,2,3,4,9,0,1,휴면/이탈위험
C100779,7,35.0,1424500,4,3,4,11,0,0,휴면/이탈위험
C100780,0,3.3,118500,5,1,1,7,0,0,휴면/이탈위험
C100781,25,80.0,3600000,2,5,5,12,3,0,성장 잠재고객
C100782,22,88.0,2208800,2,5,4,11,3,0,성장 잠재고객
C100783,10,105.6,3727700,4,5,5,14,3,0,성장 잠재고객
C100784,18,26.0,1032200,3,2,3,8,0,1,휴면/이탈위험
C100785,20,57.2,2288000,3,4,4,11,3,0,성장 잠재고객
C100786,32,9.9,309900,2,1,1,4,0,0,휴면/이탈위험
C100787,0,8.4,303200,5,1,1,7,0,0,휴면/이탈위험
C100788,12,20.8,678100,3,2,2,7,0,1,휴면/이탈위험
C100789,5,27.0,915300,4,2,3,9,0,0,휴면/이탈위험
C100790,35,19.5,600600,2,2,2,6,0,1,휴면/이탈위험
C100791,145,14.3,653500,1,1,2,4,2,1,일반 유지고객
C100792,36,22.0,657800,2,2,2,6,2,1,일반 유지고객
C100793,14,52.0,2293200,3,4,4,11,0,1,휴면/이탈위험
C100794,30,30.0,843000,2,3,3,8,0,0,휴면/이탈위험
C100795,17,30.0,1542000,3,3,4,10,0,0,휴면/이탈위험
C100796,67,34.4,691400,1,3,2,6,2,0,일반 유지고객
